단지_일련번호,임대주택유형,공급기관명,주택명,주택유형,도로명주소,총세대수,10대미만(여자),10대미만(남자),10대(여자),10대(남자),20대(여자),20대(남자),30대(여자),30대(남자),40대(여자),40대(남자),50대(여자),50대(남자),60대(여자),60대(남자),70대(여자),70대(남자),80대(여자),80대(남자),90대(여자),90대(남자),100대(여자),100대(남자)
30485277,매입임대,성남시,매입임대주택,다세대주택,경기도 성남시 수정구 남문로102번길 19,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
30485278,매입임대,성남시,매입임대주택,다세대주택,경기도 성남시 수정구 남문로102번길 7-2,8,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
30485279,매입임대,성남시,매입임대주택,다세대주택,경기도 성남시 수정구 남문로102번길 7-4,7,0,0,0,0,4,2,2,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0
30485280,매입임대,성남시,매입임대주택,다세대주택,경기도 성남시 수정구 남문로52번길 9-11,10,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
30485281,매입임대,성남시,매입임대주택,다세대주택,경기도 성남시 수정구 남문로74번길 19,8,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
30485282,매입임대,성남시,매입임대주택,다세대주택,경기도 성남시 수정구 남문로78번길 11-1,7,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
30485283,매입임대,성남시,매입임대주택,다세대주택,경기도 성남시 수정구 남문로82번길 4,10,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0
30485284,매입임대,성남시,매입임대주택,다세대주택,경기도 성남시 수정구 남문로86번길 18-2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
30485285,매입임대,성남시,매입임대주택,다세대주택,경기도 성남시 수정구 남문로86번길 3-1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
30485286,매입임대,성남시,매입임대주택,다세대주택,경기도 성남시 수정구 남문로94번길 17-6,10,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
30485287,매입임대,성남시,매입임대주택,다세대주택,경기도 성남시 수정구 남문로94번길 8-1,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
30485288,매입임대,성남시,매입임대주택,다세대주택,경기도 성남시 수정구 논골로24번길 9-1,8,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
30485289,매입임대,성남시,매입임대주택,다세대주택,경기도 성남시 수정구 논골로47번길 2,4,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
30485290,매입임대,성남시,매입임대주택,다세대주택,경기도 성남시 수정구 논골로53번길 10-7,10,0,0,0,0,1,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
30485291,매입임대,성남시,매입임대주택,다세대주택,경기도 성남시 수정구 논골로53번길 17-10,10,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
30485292,매입임대,성남시,매입임대주택,다세대주택,경기도 성남시 수정구 논골로53번길 19-10,8,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
30485293,매입임대,성남시,매입임대주택,다세대주택,경기도 성남시 수정구 논골로53번길 19-12,10,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
30485294,매입임대,성남시,매입임대주택,다세대주택,경기도 성남시 수정구 논골로53번길 22,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
30485295,매입임대,성남시,매입임대주택,다세대주택,경기도 성남시 수정구 논골로53번길 24-6,10,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
30485296,매입임대,성남시,매입임대주택,다세대주택,경기도 성남시 수정구 모란로101번길 3-1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
30485297,매입임대,성남시,매입임대주택,다세대주택,경기도 성남시 수정구 산성대로241번길 20,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
4181,건설임대,성남시,선경단대영구임대아파트,아파트,경기도 성남시 수정구 산성대로383번길 28,60,0,0,3,1,16,20,12,7,3,1,14,10,17,8,6,5,4,6,3,0,0,0
30485298,매입임대,성남시,매입임대주택,다세대주택,경기도 성남시 수정구 수정남로326번길 10-6,10,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
30485299,매입임대,성남시,매입임대주택,다세대주택,경기도 성남시 수정구 수정로135번길 17-6,10,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
30485300,매입임대,성남시,매입임대주택,다세대주택,경기도 성남시 수정구 수정로153번길 14-15,6,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
30485301,매입임대,성남시,매입임대주택,다세대주택,경기도 성남시 수정구 수정로153번길 16,10,0,0,1,0,3,2,1,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0
30485302,매입임대,성남시,매입임대주택,다세대주택,경기도 성남시 수정구 수정로153번길 18-11,6,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
30485303,매입임대,성남시,매입임대주택,다세대주택,경기도 성남시 수정구 수정로171번길 13-12,6,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
30485304,매입임대,성남시,매입임대주택,다세대주택,경기도 성남시 수정구 수정로171번길 17-7,8,0,0,1,0,5,5,1,5,1,0,5,1,1,2,0,0,0,0,0,0,0,0
30485305,매입임대,성남시,매입임대주택,다세대주택,경기도 성남시 수정구 수정로171번길 17-9,8,0,1,2,1,5,3,4,1,1,1,6,0,1,2,0,0,0,0,0,0,0,0
30485306,매입임대,성남시,매입임대주택,다세대주택,경기도 성남시 수정구 수정로251번길 23-1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
30485307,매입임대,성남시,매입임대주택,다세대주택,경기도 성남시 수정구 시민로197번길 10-13,10,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
30485308,매입임대,성남시,매입임대주택,다세대주택,경기도 성남시 수정구 시민로197번길 14-12,10,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
30485309,매입임대,성남시,매입임대주택,다세대주택,경기도 성남시 수정구 시민로197번길 14-4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
30485310,매입임대,성남시,매입임대주택,다세대주택,경기도 성남시 수정구 시민로205번길 8-5,6,0,0,0,1,1,0,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
30485311,매입임대,성남시,매입임대주택,다세대주택,경기도 성남시 수정구 양지로49번길 1,10,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
30485275,매입임대,성남시,매입임대주택,다세대주택,경기도 성남시 수정구 탄리로 84,12,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
30485276,매입임대,성남시,매입임대주택,다세대주택,경기도 성남시 수정구 탄리로 92,12,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
30485312,매입임대,성남시,매입임대주택,다세대주택,경기도 성남시 수정구 탄리로85번길 5-1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
30485313,매입임대,성남시,매입임대주택,다세대주택,경기도 성남시 수정구 탄리로8번길 10-1,10,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
30485314,매입임대,성남시,매입임대주택,다세대주택,경기도 성남시 수정구 탄리로96번길 24,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
30485316,매입임대,성남시,매입임대주택,다세대주택,경기도 성남시 중원구 광명로 409-3,6,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
30485318,매입임대,성남시,매입임대주택,다세대주택,경기도 성남시 중원구 광명로110번길 23-2,10,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
30485319,매입임대,성남시,매입임대주택,다세대주택,경기도 성남시 중원구 광명로142번길 5,10,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
30485320,매입임대,성남시,매입임대주택,다세대주택,경기도 성남시 중원구 광명로323번길 20-13,6,0,0,2,0,3,9,0,0,2,0,2,2,1,0,0,0,0,0,0,0,0,0
30485321,매입임대,성남시,매입임대주택,다세대주택,경기도 성남시 중원구 광명로335번길 24-20,10,0,0,0,0,0,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0
30485340,매입임대,성남시,매입임대주택,다세대주택,경기도 성남시 중원구 광명로395번길 24-4,16,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
30485322,매입임대,성남시,매입임대주택,다세대주택,경기도 성남시 중원구 금상로40번길 6-10,9,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
30485323,매입임대,성남시,매입임대주택,다가구주택,경기도 성남시 중원구 금상로86번길 7-1,5,0,0,2,0,1,3,0,0,1,0,3,1,0,0,0,0,0,0,1,0,0,0
30485324,매입임대,성남시,매입임대주택,다세대주택,경기도 성남시 중원구 둔촌대로135번길 4,10,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
30485325,매입임대,성남시,매입임대주택,다세대주택,경기도 성남시 중원구 둔촌대로371번길 14,6,0,0,0,0,3,6,0,1,1,0,2,1,0,1,0,0,0,0,0,0,0,0
30485326,매입임대,성남시,매입임대주택,다세대주택,경기도 성남시 중원구 마지로163번길 36,10,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
30485327,매입임대,성남시,매입임대주택,다세대주택,경기도 성남시 중원구 박석로97번길 34,10,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
30485317,매입임대,성남시,매입임대주택,다세대주택,경기도 성남시 중원구 보통골로 16,10,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
30692445,매입임대,성남시,매입임대주택,다세대주택,경기도 성남시 중원구 사기막골로203번길 10,5,0,0,0,1,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
30485328,매입임대,성남시,매입임대주택,다세대주택,경기도 성남시 중원구 산성대로372번길 5-6,7,0,0,0,1,5,3,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0
30485329,매입임대,성남시,매입임대주택,다세대주택,경기도 성남시 중원구 산성대로516번길 16-2,10,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
30485315,매입임대,성남시,매입임대주택,다세대주택,경기도 성남시 중원구 시민로 107-7,10,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
30485330,매입임대,성남시,매입임대주택,다세대주택,경기도 성남시 중원구 원터로75번길 12-11,6,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
30485331,매입임대,성남시,매입임대주택,다세대주택,경기도 성남시 중원구 은이로31번길 20,10,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
30485332,매입임대,성남시,매입임대주택,다세대주택,경기도 성남시 중원구 은이로37번길 22,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
30485333,매입임대,성남시,매입임대주택,다세대주택,경기도 성남시 중원구 은이로47번길 22,10,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
30485334,매입임대,성남시,매입임대주택,다세대주택,경기도 성남시 중원구 은행로18번길 26-1,10,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
30485335,매입임대,성남시,매입임대주택,다세대주택,경기도 성남시 중원구 은행로32번길 1,10,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
30485336,매입임대,성남시,매입임대주택,다세대주택,경기도 성남시 중원구 은행로38번길 11-16,10,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
4183,매입임대,성남시,매입임대주택,다가구주택,경기도 성남시 중원구 제일로35번길 52-4,5,0,1,0,0,0,2,0,3,1,0,1,0,1,0,2,0,0,0,0,0,0,0
30485338,매입임대,성남시,매입임대주택,다세대주택,경기도 성남시 중원구 제일로63번길 25-3,8,0,0,0,0,1,2,1,1,0,0,1,0,2,1,0,0,1,0,0,0,0,0
4184,매입임대,성남시,매입임대주택,다가구주택,경기도 성남시 중원구 희망로380번길 11-2,5,0,0,0,0,4,4,2,1,0,0,2,2,1,1,0,0,0,0,0,0,0,0
4185,건설임대,원주시,단계은행아파트,아파트,강원도 원주시 원문로 175,100,0,1,6,2,5,11,1,3,8,3,15,19,24,15,11,9,16,5,1,2,0,0
4186,건설임대,태백시,육성2차아파트,아파트,강원도 태백시 동태백로 465,40,0,0,0,1,1,2,3,3,1,2,5,3,4,4,14,10,6,4,2,0,0,0
4189,건설임대,태백시,목련영구임대아파트,아파트,강원도 태백시 목련길 5,40,0,0,0,1,2,5,0,2,2,5,4,4,3,1,10,5,7,4,3,1,0,1
4192,건설임대,태백시,목련영구임대아파트,아파트,강원도 태백시 목련길 6,60,0,1,1,1,6,5,1,2,1,3,9,7,12,7,7,6,13,6,3,3,1,0
30686113,건설임대,태백시,타워빌아파트,아파트,강원도 태백시 장성1길 53,316,0,0,0,0,0,0,3,13,9,36,12,33,29,74,21,46,14,26,0,0,0,0
4197,건설임대,보령시,갈매기아파트,아파트,충청남도 보령시 주공로 52,90,1,1,11,5,25,24,7,14,7,8,24,13,17,15,15,10,11,10,2,2,0,0
4198,건설임대,서산시,부춘,아파트,충청남도 서산시 부춘1로 25,60,0,0,1,2,9,4,1,2,6,2,5,7,4,11,4,5,12,4,1,0,0,0
4199,건설임대,논산시,개나리아파트,아파트,충청남도 논산시 시민로222번길 7,200,0,2,12,8,19,29,10,11,10,12,33,23,37,37,35,20,23,8,4,0,0,2
4200,건설임대,홍성군,개나리영구임대아파트,아파트,충청남도 홍성군 구항면 충서로 1060-52,50,0,1,0,1,3,7,3,2,5,4,5,5,9,10,11,9,1,6,1,0,0,0
4201,건설임대,군산시,산북근로자임대아파트,아파트,전라북도 군산시 동아로 121,100,0,0,0,0,0,0,7,4,4,5,12,14,2,10,0,5,0,0,0,0,0,0
73964,건설임대,김제시,구산연립주택,연립주택,전라북도 김제시 옥산1길 59,18,0,0,0,0,3,1,0,1,2,2,2,2,3,3,2,3,4,0,0,0,0,0
73965,건설임대,김제시,시영영구임대아파트,아파트,전라북도 김제시 요촌길 10,200,1,1,12,8,26,28,15,17,8,19,32,24,54,47,43,22,18,9,6,2,1,0
4204,건설임대,경주시,금강아파트,아파트,경상북도 경주시 초당길137번길 35,99,0,0,8,5,16,20,7,7,8,12,16,13,23,19,16,11,9,3,3,1,0,0
4205,건설임대,김천시,부흥아파트,아파트,경상북도 김천시 시청6길 7,100,0,0,1,2,5,9,2,2,4,11,6,7,25,9,23,21,12,7,0,0,0,0
4207,건설임대,통영시,미수아파트,아파트,경상남도 통영시 미수로 48,36,0,0,1,1,9,2,1,1,2,0,9,8,2,8,3,1,1,1,0,0,0,1
4208,건설임대,통영시,도천아파트,아파트,경상남도 통영시 여황로 165-14,264,3,4,21,14,30,35,10,15,14,22,58,29,46,42,32,18,16,5,7,1,0,0
4206,건설임대,창원시,개나리3차,아파트,경상남도 창원시 성산구 대정로 100,990,6,4,30,30,174,201,179,240,55,115,271,243,234,292,136,117,62,39,26,5,2,0
73966,건설임대,창원시,천수림아파트,아파트,경상남도 창원시 의창구 북면 감계로 222,560,38,25,60,42,71,91,89,81,90,105,101,85,109,98,65,68,43,24,12,4,0,1
30685979,건설임대,세종특별자치시,도램마을 7단지 (행복2차아파트),아파트,세종특별자치시 보듬1로 12,400,8,11,41,35,63,69,65,59,49,61,59,77,64,73,57,35,41,31,13,9,3,0
4180,건설임대,세종특별자치시,행복아파트,아파트,세종특별자치시 보듬3로 7,500,11,5,28,29,58,74,47,52,47,52,72,85,76,72,52,54,76,38,28,9,1,0
30485344,건설임대,대전광역시,읍내동 시영주택,다세대주택,대전광역시 대덕구 대전로1397번안길 13-1,15,0,0,0,0,0,1,0,1,0,2,1,0,0,1,1,4,1,3,1,1,0,0
30485345,건설임대,대전광역시,대화동 시영주택,다세대주택,대전광역시 대덕구 대화9길 6,15,0,0,0,0,3,1,1,2,1,0,1,1,1,4,1,2,3,1,1,0,0,0
30485341,건설임대,대전광역시,대사동 시영주택,다세대주택,대전광역시 중구 보문산공원로497번안길 63,12,0,0,0,0,0,0,0,0,0,0,0,1,0,4,1,1,3,1,1,0,0,0
30485342,건설임대,대전광역시,문화동 시영주택(해비타트 빌),다세대주택,대전광역시 중구 보문산로333번길 6-20,12,1,1,0,0,2,1,1,1,0,0,1,2,0,0,1,1,1,2,2,0,0,0
30485343,건설임대,대전광역시,부사동 순환형임대주택,다세대주택,대전광역시 중구 부용로41번길 55,11,0,0,0,0,3,4,0,0,2,0,1,2,2,1,2,1,0,1,0,0,0,0
31007921,건설임대,제주시,수선화시영연립주택,연립주택,제주특별자치도 제주시 신설동길 78,100,0,1,7,13,18,20,25,23,13,13,32,19,10,19,7,6,12,5,7,1,0,0
1335,매입임대,광주광역시도시공사,,다가구주택,광주광역시 광산구 고내상길65번길 10-8,11,0,0,0,0,2,1,0,2,0,0,0,3,0,4,1,0,2,0,0,0,0,0
30473588,매입임대,광주광역시도시공사,,다가구주택,광주광역시 광산구 남동길 19,12,1,0,0,2,6,2,0,0,3,0,2,3,0,2,2,2,1,2,0,0,0,0
1337,매입임대,광주광역시도시공사,,다가구주택,광주광역시 광산구 남동길 26-3,12,0,1,1,1,5,3,0,1,2,4,3,1,0,2,2,1,1,0,0,0,0,0
1251,건설임대,광주광역시도시공사,다사로움2단지,아파트,광주광역시 광산구 목련로 15,556,27,20,187,193,116,136,60,50,262,247,102,140,33,32,10,5,7,4,3,1,0,0
1253,건설임대,광주광역시도시공사,하남2지구도시공사국민임대아파트,아파트,광주광역시 광산구 목련로21번길 45,886,37,35,235,242,195,163,182,165,284,314,204,169,138,106,72,51,31,22,6,3,0,0
1343,매입임대,광주광역시도시공사,,다가구주택,광주광역시 광산구 북문대로419번길 14-11,13,0,0,0,0,0,3,0,0,1,2,0,5,0,1,0,1,0,0,0,0,0,0
1344,매입임대,광주광역시도시공사,,다가구주택,광주광역시 광산구 북문대로419번길 14-9,14,0,0,0,2,1,3,0,1,0,1,3,1,0,3,0,1,0,0,0,0,0,0
30473590,매입임대,광주광역시도시공사,,아파트,광주광역시 광산구 비아로 185,4,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,0,0,0,0,0
30473585,매입임대,광주광역시도시공사,,다가구주택,광주광역시 광산구 사암로 34,12,0,0,2,0,1,3,0,3,2,3,1,1,2,2,1,2,1,0,0,0,1,0
1342,매입임대,광주광역시도시공사,,다가구주택,광주광역시 광산구 사암로118번길 117-5,12,0,2,2,4,1,5,4,3,2,2,2,2,2,0,1,1,1,1,0,0,0,0
1341,매입임대,광주광역시도시공사,,다가구주택,광주광역시 광산구 사암로130번길 39,12,0,0,4,4,3,8,2,0,5,0,4,4,0,1,0,0,0,0,0,0,0,0
1339,매입임대,광주광역시도시공사,,다가구주택,광주광역시 광산구 서도산길 70-20,12,1,0,0,0,0,0,2,0,3,1,1,5,1,2,0,0,1,0,0,0,0,0
1340,매입임대,광주광역시도시공사,,다가구주택,광주광역시 광산구 서도산길 70-24,12,0,0,5,4,2,6,4,2,0,3,3,2,0,1,2,2,0,2,0,0,0,0
1338,매입임대,광주광역시도시공사,,다가구주택,광주광역시 광산구 서도산길 70-26,12,1,0,2,1,6,3,2,1,1,0,3,3,1,1,0,1,0,0,0,0,0,0
1336,매입임대,광주광역시도시공사,,다가구주택,광주광역시 광산구 서도산길 70-7,12,2,0,3,4,2,2,4,0,2,1,2,2,2,1,2,1,0,0,0,0,0,0
30821232,건설임대,광주광역시도시공사,선운다사로움,아파트,광주광역시 광산구 선운로 34,590,41,52,87,96,78,96,124,137,164,204,118,112,68,77,18,13,14,6,10,3,1,0
30473587,매입임대,광주광역시도시공사,,아파트,광주광역시 광산구 송도로162번길 11-6,1,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1345,매입임대,광주광역시도시공사,,다가구주택,광주광역시 광산구 신창로106번길 23-15,8,0,0,1,1,0,0,0,0,1,3,0,3,0,3,0,0,0,0,0,0,0,0
30473592,매입임대,광주광역시도시공사,,아파트,광주광역시 광산구 신창로161번길 34,1,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1346,매입임대,광주광역시도시공사,,다가구주택,광주광역시 광산구 신창로35번길 79-17,7,1,0,1,2,4,0,1,0,0,1,2,2,0,1,1,0,0,0,0,0,0,0
1254,건설임대,광주광역시도시공사,신창도시공사아파트,아파트,광주광역시 광산구 왕버들로252번길 46,650,9,9,102,147,154,154,92,101,185,189,151,159,98,63,82,42,56,33,15,5,1,0
30473586,매입임대,광주광역시도시공사,,다가구주택,광주광역시 광산구 용보로51번길 34,12,0,2,0,4,3,2,0,0,4,3,2,2,0,1,0,0,1,0,0,0,0,0
1252,건설임대,광주광역시도시공사,하남시영2단지,아파트,광주광역시 광산구 우산로 17,1500,4,2,45,48,187,212,138,163,107,87,239,210,224,305,144,124,174,63,55,14,6,1
30473593,매입임대,광주광역시도시공사,,다세대주택,광주광역시 광산구 월계로 223-17,20,0,0,0,0,1,2,3,1,2,5,0,2,0,2,0,0,1,0,0,0,0,0
30473589,매입임대,광주광역시도시공사,,다가구주택,광주광역시 광산구 월계로16번길 6,12,0,0,0,1,1,2,0,1,1,1,3,2,0,3,1,0,0,0,0,0,0,0
30473591,매입임대,광주광역시도시공사,,아파트,광주광역시 광산구 첨단내촌로 93,5,0,0,0,2,4,5,0,0,3,0,1,2,0,0,0,0,0,0,0,0,0,0
30473904,매입임대,광주광역시도시공사,,아파트,광주광역시 남구 광복마을3길 7,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
1285,매입임대,광주광역시도시공사,,다가구주택,광주광역시 남구 대남대로107번길 13-10,9,1,0,1,2,1,3,2,0,3,1,0,2,2,1,1,0,0,1,0,0,0,0
1281,매입임대,광주광역시도시공사,,다가구주택,광주광역시 남구 백운로17번길 19,12,0,1,0,1,1,3,2,2,1,0,3,2,3,1,0,0,0,0,0,0,0,0
30473905,매입임대,광주광역시도시공사,,아파트,광주광역시 남구 서문대로663번안길 2,3,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
1280,매입임대,광주광역시도시공사,,다가구주택,광주광역시 남구 수박등로5번길 13,6,0,0,0,0,1,2,0,0,1,0,2,0,1,0,2,1,0,1,0,0,0,0
1282,매입임대,광주광역시도시공사,,다가구주택,광주광역시 남구 진다리로39번길 12,12,0,0,1,1,6,4,0,0,0,0,6,2,0,3,2,0,0,0,0,0,0,0
1284,매입임대,광주광역시도시공사,,다가구주택,광주광역시 남구 회재로1224번길 24,12,0,0,2,3,3,9,1,0,3,1,4,4,1,1,1,0,1,0,0,0,0,0
1283,매입임대,광주광역시도시공사,,다가구주택,광주광역시 남구 회재로1224번길 26,12,0,1,6,2,4,6,0,1,5,2,1,3,1,2,3,4,0,1,0,0,0,0
30473595,매입임대,광주광역시도시공사,,다가구주택,광주광역시 동구 경양로235번길 10-7,10,0,0,0,0,0,3,0,0,1,2,0,2,1,1,0,2,0,0,0,0,0,0
1257,매입임대,광주광역시도시공사,,다가구주택,광주광역시 동구 무등로449번길 5-17,12,1,1,0,1,0,7,0,0,1,1,5,1,3,3,0,1,1,0,0,0,0,0
1255,매입임대,광주광역시도시공사,,다가구주택,광주광역시 동구 중흥로227번길 14-6,12,2,1,2,4,3,6,2,0,2,3,3,1,0,2,0,0,1,0,0,0,0,0
1256,매입임대,광주광역시도시공사,,다가구주택,광주광역시 동구 중흥로227번길 6-7,12,4,1,0,4,5,2,0,1,3,5,0,2,1,2,0,0,1,0,0,0,0,0
30473594,매입임대,광주광역시도시공사,,다가구주택,광주광역시 동구 증심천로 47,17,0,0,1,1,2,1,5,1,2,3,4,1,3,0,4,3,0,0,0,0,0,0
1258,매입임대,광주광역시도시공사,,다가구주택,광주광역시 동구 화산로 357-8,18,0,0,1,4,10,11,0,1,3,0,7,3,3,0,1,0,1,0,0,0,0,0
1286,매입임대,광주광역시도시공사,,다가구주택,광주광역시 북구 경열로233번길 43,9,0,1,2,0,4,6,1,1,2,0,3,1,1,2,0,0,0,0,1,0,0,0
1291,매입임대,광주광역시도시공사,,다세대주택,광주광역시 북구 고운로 19,16,0,0,0,0,3,2,0,2,1,2,0,4,1,3,0,1,0,0,0,0,0,0
1290,매입임대,광주광역시도시공사,,다세대주택,광주광역시 북구 고운로23번길 3-3,15,0,0,0,0,3,0,1,2,1,1,2,3,1,4,0,1,0,0,0,0,0,0
1294,매입임대,광주광역시도시공사,,다가구주택,광주광역시 북구 동문대로122번길 69,12,0,0,3,1,2,2,0,1,3,0,4,3,2,2,1,0,0,0,0,0,0,0
1293,매입임대,광주광역시도시공사,,다가구주택,광주광역시 북구 동문대로122번길 71,12,1,0,0,3,2,4,3,0,4,0,0,4,3,0,0,0,0,0,0,0,0,0
1295,매입임대,광주광역시도시공사,,다가구주택,광주광역시 북구 동문대로122번길 71-1,9,0,0,5,3,4,4,1,0,3,2,3,2,1,0,0,1,0,0,0,0,0,0
1296,매입임대,광주광역시도시공사,,다가구주택,광주광역시 북구 서방로182번길 48,12,0,0,1,2,2,6,1,0,4,1,3,2,3,2,0,1,0,0,0,0,0,0
1292,매입임대,광주광역시도시공사,,아파트,광주광역시 북구 서하로 405,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1299,매입임대,광주광역시도시공사,,다가구주택,광주광역시 북구 서하로257번길 22,12,0,0,1,2,7,6,1,1,4,1,5,5,0,0,0,1,0,1,0,0,0,0
30473914,매입임대,광주광역시도시공사,,다가구주택,광주광역시 북구 설죽로251번길 85,8,0,0,1,0,2,5,4,1,0,1,3,0,3,2,0,0,0,0,0,0,0,0
1302,매입임대,광주광역시도시공사,,다가구주택,광주광역시 북구 설죽로471번길 65-1,5,0,1,2,5,4,0,0,0,2,2,2,1,0,0,0,0,0,0,0,0,0,0
30473906,매입임대,광주광역시도시공사,,다가구주택,광주광역시 북구 송해로4번길 13-4,6,0,0,0,2,2,4,1,0,2,1,1,0,2,0,0,1,0,0,0,0,0,0
30473910,매입임대,광주광역시도시공사,,다가구주택,광주광역시 북구 신촌로 30,12,0,1,0,0,5,4,1,1,0,2,2,2,3,0,2,2,0,0,0,0,0,0
30473907,매입임대,광주광역시도시공사,,다가구주택,광주광역시 북구 양산택지로34번길 14,12,0,1,2,2,0,0,2,1,2,1,1,2,0,2,2,0,0,0,0,0,0,0
30473916,매입임대,광주광역시도시공사,,다가구주택,광주광역시 북구 양산택지로34번길 16,12,1,1,0,1,6,1,1,0,4,1,1,2,3,1,0,0,0,0,0,0,0,0
