단지_일련번호,임대주택유형,공급기관명,주택명,주택유형,도로명주소,총세대수,10대미만(여자),10대미만(남자),10대(여자),10대(남자),20대(여자),20대(남자),30대(여자),30대(남자),40대(여자),40대(남자),50대(여자),50대(남자),60대(여자),60대(남자),70대(여자),70대(남자),80대(여자),80대(남자),90대(여자),90대(남자),100대(여자),100대(남자)
31010330,매입임대,LH부산울산,매입다가구(부산영도구),,부산광역시 영도구 청학동로 6,0,0,0,1,1,0,5,1,0,3,1,2,3,2,3,0,0,2,0,0,0,0,0
30705951,매입임대,LH부산울산,매입다가구(부산영도구),다가구주택,부산광역시 영도구 청학로 79-6,0,0,0,0,0,0,2,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0
30705963,매입임대,LH부산울산,매입다가구(부산영도구),다가구주택,부산광역시 영도구 청학로80번길 20,0,0,0,0,2,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0
30705944,매입임대,LH부산울산,매입다가구(부산영도구),다가구주택,부산광역시 영도구 태종로 515-6,0,0,0,1,0,4,3,0,0,1,0,1,2,1,1,0,0,1,0,0,0,0,0
30705964,매입임대,LH부산울산,매입다가구(부산영도구),다세대주택,부산광역시 영도구 태종로292번길 29,0,0,0,2,0,0,2,0,1,1,1,1,1,1,2,1,0,0,0,0,0,0,0
31047144,매입임대,LH부산울산,매입다가구(부산영도구),다세대주택,부산광역시 영도구 태종로390번길 41,0,0,0,1,1,1,5,0,0,2,2,2,0,0,1,1,0,1,1,0,0,0,0
30705965,매입임대,LH부산울산,매입다가구(부산영도구),다세대주택,부산광역시 영도구 태종로668번길 21-1,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
30705966,매입임대,LH부산울산,매입다가구(부산영도구),다세대주택,부산광역시 영도구 태종로668번길 21-2,0,0,0,1,2,4,2,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
30705967,매입임대,LH부산울산,매입다가구(부산영도구),다세대주택,부산광역시 영도구 태종로668번길 21-3,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
30705968,매입임대,LH부산울산,매입다가구(부산영도구),다세대주택,부산광역시 영도구 태종로668번길 21-6,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
30705969,매입임대,LH부산울산,매입다가구(부산영도구),다세대주택,부산광역시 영도구 태종로668번길 21-6,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
30705970,매입임대,LH부산울산,매입다가구(부산영도구),다세대주택,부산광역시 영도구 태종로668번길 21-7,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
31200995,매입임대,LH부산울산,매입다가구(부산영도구),,부산광역시 영도구 태종로795번길 15,0,0,0,0,0,4,5,5,1,0,0,7,1,3,4,0,0,0,0,0,0,0,0
30848546,매입임대,LH부산울산,매입다가구(부산영도구),다세대주택,부산광역시 영도구 태종로795번길 26,0,3,1,8,3,4,3,0,1,3,1,4,0,1,1,0,1,0,0,0,0,0,0
30706784,매입임대,LH부산울산,매입다가구(부산중구),다세대주택,부산광역시 중구 법수길 31-3,0,0,0,0,0,2,2,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0
30706785,매입임대,LH부산울산,매입다가구(부산중구),다세대주택,부산광역시 중구 법수길24번길 3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
30706786,매입임대,LH부산울산,매입다가구(부산중구),다세대주택,부산광역시 중구 보동길 11,0,0,1,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30706787,매입임대,LH부산울산,매입다가구(부산중구),다세대주택,부산광역시 중구 보동길20번길 1,0,0,0,2,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
30706788,매입임대,LH부산울산,매입다가구(부산중구),다세대주택,부산광역시 중구 보수대로140번길 45,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
30706789,매입임대,LH부산울산,매입다가구(부산중구),다세대주택,부산광역시 중구 보수대로140번길 45,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
30706790,매입임대,LH부산울산,매입다가구(부산중구),다세대주택,부산광역시 중구 보수대로140번길 45,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
30706791,매입임대,LH부산울산,매입다가구(부산중구),다가구주택,부산광역시 중구 보수대로146번길 1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,1,0,0,0,0,0,0
30824202,매입임대,LH부산울산,매입다가구(부산중구),다세대주택,부산광역시 중구 복병산길 27,0,0,0,0,0,0,1,0,0,1,0,2,2,0,2,0,0,1,0,1,0,0,0
30706792,매입임대,LH부산울산,매입다가구(부산중구),다세대주택,부산광역시 중구 복병산길 35,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
30706793,매입임대,LH부산울산,매입다가구(부산중구),다세대주택,부산광역시 중구 복병산길 35,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
30706794,매입임대,LH부산울산,매입다가구(부산중구),다세대주택,부산광역시 중구 복병산길 35,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
30706795,매입임대,LH부산울산,매입다가구(부산중구),다세대주택,부산광역시 중구 복병산길 35,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
30706796,매입임대,LH부산울산,매입다가구(부산중구),다세대주택,부산광역시 중구 복병산길7번길 7,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
30706797,매입임대,LH부산울산,매입다가구(부산중구),다세대주택,부산광역시 중구 임소길 18,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
30706798,매입임대,LH부산울산,매입다가구(부산중구),다세대주택,부산광역시 중구 임소길16번길 10-2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
30706799,매입임대,LH부산울산,매입다가구(부산중구),다세대주택,부산광역시 중구 중구로156번길 7,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
30706800,매입임대,LH부산울산,매입다가구(부산중구),다세대주택,부산광역시 중구 중구로75번안길 3-2,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
30706801,매입임대,LH부산울산,매입다가구(부산중구),다세대주택,부산광역시 중구 중구로75번안길 3-2,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
30706802,매입임대,LH부산울산,매입다가구(부산중구),다가구주택,부산광역시 중구 흑교로64번길 4-1,0,0,0,0,0,2,2,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0
30706803,매입임대,LH부산울산,매입다가구(부산중구),다세대주택,부산광역시 중구 흑교로71번길 10-2,0,0,1,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
30706804,매입임대,LH부산울산,매입다가구(부산중구),다세대주택,부산광역시 중구 흑교로78번안길 15-3,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
30706805,매입임대,LH부산울산,매입다가구(부산중구),다세대주택,부산광역시 중구 흑교로78번안길 26,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
30706174,매입임대,LH부산울산,매입다가구(부산해운대구),다세대주택,부산광역시 해운대구 달맞이길117번가길 107-18,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
30700021,건설임대,LH부산울산,부산해운대주공아파트 1단지,아파트,부산광역시 해운대구 대천로67번길 4,420,6,9,17,25,43,48,50,57,52,39,82,58,147,100,76,59,37,26,4,2,0,1
30706161,매입임대,LH부산울산,매입다가구(부산해운대구),다가구주택,부산광역시 해운대구 반송로 904-1,0,0,0,0,0,1,0,0,0,0,0,2,0,2,3,2,1,3,0,1,0,0,0
31215415,매입임대,LH부산울산,청년신혼부부매입임대(부산해운대구),아파트,부산광역시 해운대구 반여로 83,11,0,1,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30706175,매입임대,LH부산울산,매입다가구(부산해운대구),다가구주택,부산광역시 해운대구 반여로167번가길 16,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
30706176,매입임대,LH부산울산,매입다가구(부산해운대구),다가구주택,부산광역시 해운대구 반여로167번가길 35-6,0,0,0,1,1,1,1,1,1,1,0,1,2,1,1,0,0,0,0,0,0,0,0
30706177,매입임대,LH부산울산,매입다가구(부산해운대구),다가구주택,부산광역시 해운대구 반여로167번길 11,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,1,0,1,0,0,0,0,0
30706178,매입임대,LH부산울산,매입다가구(부산해운대구),다세대주택,부산광역시 해운대구 반여로185번길 31-12,0,0,0,1,0,2,1,0,1,0,1,3,2,0,2,0,0,0,0,0,0,0,0
30706179,매입임대,LH부산울산,매입다가구(부산해운대구),다가구주택,부산광역시 해운대구 삼어로133번나길 8-31,0,0,0,0,0,1,1,0,0,0,0,1,3,0,1,0,1,0,0,0,0,0,0
30819578,매입임대,LH부산울산,매입다가구(부산해운대구),,부산광역시 해운대구 삼어로91번길 106-4,0,0,0,1,1,1,3,0,1,1,0,4,1,0,0,0,0,0,0,0,0,0,0
30699556,건설임대,LH부산울산,송정주공아파트,아파트,부산광역시 해운대구 송정1로 20,828,22,14,30,31,84,104,53,55,75,64,129,98,198,137,134,89,108,40,14,3,0,0
31214772,매입임대,LH부산울산,청년신혼부부매입임대(부산해운대구),아파트,부산광역시 해운대구 송정1로8번길 25-78,11,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
31214773,매입임대,LH부산울산,청년신혼부부매입임대(부산해운대구),아파트,부산광역시 해운대구 송정1로8번길 25-78,11,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31215224,매입임대,LH부산울산,청년신혼부부매입임대(부산해운대구),아파트,부산광역시 해운대구 송정1로8번길 25-78,11,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30700015,건설임대,LH부산울산,주공아파트,아파트,부산광역시 해운대구 신반송로 200,1710,5,4,30,28,106,112,41,60,90,140,150,171,314,267,373,179,257,72,46,9,2,0
30706180,매입임대,LH부산울산,매입다가구(부산해운대구),다가구주택,부산광역시 해운대구 아랫반송로60번길 5-24,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
30706181,매입임대,LH부산울산,매입다가구(부산해운대구),다가구주택,부산광역시 해운대구 아랫반송로70번길 43-13,0,0,1,1,1,2,3,0,1,1,1,3,1,0,1,2,0,0,0,0,0,0,0
30706182,매입임대,LH부산울산,매입다가구(부산해운대구),다세대주택,부산광역시 해운대구 아랫반송로89번길 6-10,0,0,0,0,0,0,3,0,0,0,0,1,1,2,1,1,0,2,0,0,0,0,0
30706162,매입임대,LH부산울산,매입다가구(부산해운대구),다가구주택,부산광역시 해운대구 재반로 109-11,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
30706163,매입임대,LH부산울산,매입다가구(부산해운대구),다가구주택,부산광역시 해운대구 재반로 142-26,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,2,0,1,0,0,0,0
30706164,매입임대,LH부산울산,매입다가구(부산해운대구),다가구주택,부산광역시 해운대구 재반로 32-17,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0
30706165,매입임대,LH부산울산,매입다가구(부산해운대구),다가구주택,부산광역시 해운대구 재반로 67-4,0,0,0,0,1,1,1,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0
30706166,매입임대,LH부산울산,매입다가구(부산해운대구),다세대주택,부산광역시 해운대구 재반로 85-17,0,0,0,0,1,2,4,1,1,2,0,4,0,1,0,2,1,0,0,0,0,0,0
30706167,매입임대,LH부산울산,매입다가구(부산해운대구),다가구주택,부산광역시 해운대구 재반로 96-27,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0
30706168,매입임대,LH부산울산,매입다가구(부산해운대구),다가구주택,부산광역시 해운대구 재반로 96-33,0,0,0,0,0,2,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0
30706183,매입임대,LH부산울산,매입다가구(부산해운대구),다가구주택,부산광역시 해운대구 재반로103번가길 36,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1
30706184,매입임대,LH부산울산,매입다가구(부산해운대구),다세대주택,부산광역시 해운대구 재반로118번길 27,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0
30706185,매입임대,LH부산울산,매입다가구(부산해운대구),다가구주택,부산광역시 해운대구 재반로118번길 94,0,0,0,0,0,0,0,2,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0
30706186,매입임대,LH부산울산,매입다가구(부산해운대구),다가구주택,부산광역시 해운대구 재반로125번가길 10,0,0,0,0,0,0,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0
30706187,매입임대,LH부산울산,매입다가구(부산해운대구),다가구주택,부산광역시 해운대구 재반로125번가길 14,0,0,0,0,0,3,2,1,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0
30852980,매입임대,LH부산울산,매입다가구(부산해운대구),,부산광역시 해운대구 재반로184번길 54,0,0,0,0,0,0,0,0,0,0,2,0,3,0,1,0,0,0,0,0,0,0,0
30706188,매입임대,LH부산울산,매입다가구(부산해운대구),다가구주택,부산광역시 해운대구 재반로196번길 29-24,0,0,0,0,0,1,0,2,0,0,0,1,0,2,1,1,0,1,0,0,0,0,0
30706189,매입임대,LH부산울산,매입다가구(부산해운대구),다가구주택,부산광역시 해운대구 재반로225번길 16-54,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0
30706190,매입임대,LH부산울산,매입다가구(부산해운대구),다가구주택,부산광역시 해운대구 재반로225번길 16-56,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
30706191,매입임대,LH부산울산,매입다가구(부산해운대구),다가구주택,부산광역시 해운대구 재반로255번길 22-14,0,0,0,1,1,1,0,0,0,1,0,1,1,1,0,2,0,0,0,0,0,0,0
30706192,매입임대,LH부산울산,매입다가구(부산해운대구),다가구주택,부산광역시 해운대구 재반로255번길 22-16,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0
30706193,매입임대,LH부산울산,매입다가구(부산해운대구),아파트,부산광역시 해운대구 재반로282번길 83,0,0,0,1,4,8,7,1,2,3,0,6,4,4,4,0,1,1,0,2,0,0,0
30971222,매입임대,LH부산울산,매입다가구(부산해운대구),,부산광역시 해운대구 재반로30번가길 61,0,0,0,1,2,2,0,1,3,4,1,3,3,5,4,1,3,2,0,0,0,0,0
31200996,매입임대,LH부산울산,매입다가구(부산해운대구),,부산광역시 해운대구 재반로30번길 13-28,0,4,2,0,0,5,3,9,8,1,1,1,2,1,0,0,0,0,0,0,0,0,0
30706195,매입임대,LH부산울산,매입다가구(부산해운대구),다가구주택,부산광역시 해운대구 재반로50번길 46,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0
31185216,매입임대,LH부산울산,공공리모델링(부산해운대구),다세대주택,부산광역시 해운대구 재반로64번가길 17,42,0,0,0,0,7,6,0,2,1,0,2,1,1,1,0,1,0,0,0,0,0,0
30706196,매입임대,LH부산울산,매입다가구(부산해운대구),다가구주택,부산광역시 해운대구 재반로64번가길 19-1,0,0,0,0,0,0,1,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0
30706197,매입임대,LH부산울산,매입다가구(부산해운대구),다가구주택,부산광역시 해운대구 재반로64번가길 33-1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0
30706198,매입임대,LH부산울산,매입다가구(부산해운대구),다가구주택,부산광역시 해운대구 재반로64번가길 9-4,0,0,0,2,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0
31249481,매입임대,LH부산울산,매입다가구(부산해운대구),,부산광역시 해운대구 재반로64번나길 25,0,4,3,0,3,2,0,4,4,2,0,0,1,0,0,0,0,0,0,0,0,0,0
30706199,매입임대,LH부산울산,매입다가구(부산해운대구),다세대주택,부산광역시 해운대구 재반로84번길 108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30706200,매입임대,LH부산울산,매입다가구(부산해운대구),다가구주택,부산광역시 해운대구 재반로84번길 22,0,0,0,0,0,0,2,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0
30706169,매입임대,LH부산울산,매입다가구(부산해운대구),다세대주택,부산광역시 해운대구 재송2로 179,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
30706170,매입임대,LH부산울산,매입다가구(부산해운대구),다세대주택,부산광역시 해운대구 재송2로 179,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
30706171,매입임대,LH부산울산,매입다가구(부산해운대구),다세대주택,부산광역시 해운대구 재송2로 184,0,0,0,1,2,3,4,0,2,3,1,0,5,4,2,0,2,1,1,0,0,0,0
30706172,매입임대,LH부산울산,매입다가구(부산해운대구),다세대주택,부산광역시 해운대구 재송2로 35-21,0,0,0,5,2,0,2,1,1,0,0,1,1,1,2,0,1,1,0,0,0,0,0
30706173,매입임대,LH부산울산,매입다가구(부산해운대구),다가구주택,부산광역시 해운대구 재송2로 59,0,0,0,0,2,1,2,0,0,1,0,3,0,1,2,0,3,0,0,0,0,0,0
30855829,매입임대,LH부산울산,매입다가구(부산해운대구),다가구주택,부산광역시 해운대구 재송2로23번길 33,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0
30706201,매입임대,LH부산울산,매입다가구(부산해운대구),다가구주택,부산광역시 해운대구 재송2로28번가길 21,0,0,0,0,0,2,2,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0
30706202,매입임대,LH부산울산,매입다가구(부산해운대구),다가구주택,부산광역시 해운대구 재송2로28번가길 28,0,0,0,2,1,3,1,0,0,2,1,3,1,1,0,1,0,1,0,0,0,0,0
30706203,매입임대,LH부산울산,매입다가구(부산해운대구),다가구주택,부산광역시 해운대구 재송2로28번가길 34,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,1,1,0,0,0,0
31185259,매입임대,LH부산울산,공공리모델링(부산해운대구),다가구주택,부산광역시 해운대구 재송2로28번가길 9,42,0,0,0,0,1,3,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
30706204,매입임대,LH부산울산,매입다가구(부산해운대구),다가구주택,부산광역시 해운대구 재송2로28번길 45-1,0,0,0,1,1,1,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0
30706206,매입임대,LH부산울산,,다가구주택,부산광역시 해운대구 재송2로28번길 48-13,0,0,0,1,1,0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
30706207,매입임대,LH부산울산,,다가구주택,부산광역시 해운대구 재송2로28번길 48-15,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
30706210,매입임대,LH부산울산,매입다가구(부산해운대구),다가구주택,부산광역시 해운대구 좌동순환로446번길 16-45,0,0,0,0,0,0,1,1,0,0,0,0,0,2,0,1,0,1,0,0,1,0,0
30706211,매입임대,LH부산울산,매입다가구(부산해운대구),다가구주택,부산광역시 해운대구 좌동순환로468번다길 46-12,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0
30699808,건설임대,LH부산울산,송정 휴먼시아2단지,아파트,부산광역시 해운대구 해운대로 1188,890,28,47,99,116,153,136,103,121,158,129,223,134,288,200,129,116,58,46,20,2,0,0
30700673,매입임대(단지유형),LH부산울산,중동 경남아너스빌(재개발매입),아파트,부산광역시 해운대구 해운대로 732,26,0,1,1,4,0,0,3,2,8,4,6,0,2,3,2,0,0,0,0,0,0,0
30706212,매입임대,LH부산울산,매입다가구(부산해운대구),다가구주택,부산광역시 해운대구 해운대로143번길 50-16,0,0,0,0,0,0,3,0,0,2,0,0,4,1,2,0,0,0,0,0,0,0,0
31126824,매입임대(단지유형),LH부산울산,해운대자이2차,아파트,부산광역시 해운대구 해운대로469번길 110,70,0,1,3,2,5,10,5,7,9,7,8,6,9,5,5,3,2,0,0,0,0,0
30706213,매입임대,LH부산울산,매입다가구(부산해운대구),다가구주택,부산광역시 해운대구 해운대로81번가길 38-18,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0
30706214,매입임대,LH부산울산,매입다가구(부산해운대구),다가구주택,부산광역시 해운대구 해운대로91번길 19-10,0,0,0,1,0,1,0,0,0,1,0,1,0,2,0,1,0,0,1,0,0,0,0
31251656,매입임대,LH부산울산,매입다가구(울산남구),다가구주택,울산광역시 남구 갈밭로10번길 15-1,0,0,0,0,0,0,0,0,2,0,1,0,1,1,0,0,1,0,0,0,0,0,0
31219237,매입임대,LH부산울산,매입다가구(울산남구),다가구주택,울산광역시 남구 갈밭로10번길 17,0,0,0,0,0,0,2,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0
31224165,매입임대,LH부산울산,매입다가구(울산남구),다가구주택,울산광역시 남구 갈밭로10번길 19,0,0,0,0,0,1,1,0,0,1,1,0,2,1,0,0,1,0,0,0,0,0,0
30701679,매입임대,LH부산울산,매입다가구(울산남구),다가구주택,울산광역시 남구 강남로410번길 10,0,0,0,0,0,1,2,0,1,2,0,1,2,0,1,2,1,0,0,0,0,0,0
30701738,매입임대,LH부산울산,매입다가구(울산남구),다가구주택,울산광역시 남구 강남로410번길 12-1,0,0,0,0,0,1,3,0,2,0,0,1,0,1,2,0,1,0,0,0,0,0,0
31194766,매입임대,LH부산울산,매입다가구(울산남구),다가구주택,울산광역시 남구 강남로410번길 20,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0
30848024,매입임대,LH부산울산,매입다가구(울산남구),다가구주택,울산광역시 남구 강남로410번길 22,0,0,4,0,1,0,0,1,2,1,1,1,1,0,3,0,0,0,0,0,0,0,0
30848022,매입임대,LH부산울산,매입다가구(울산남구),다가구주택,울산광역시 남구 강남로410번길 22-1,0,0,0,1,0,0,0,1,1,1,0,1,0,1,4,1,2,0,0,0,0,0,0
30952252,매입임대,LH부산울산,매입다가구(울산남구),다가구주택,울산광역시 남구 강남로410번길 23,0,0,0,0,0,1,1,0,0,0,1,3,2,2,2,1,2,0,0,0,0,0,0
30701680,매입임대,LH부산울산,매입다가구(울산남구),다가구주택,울산광역시 남구 강남로410번길 8,0,0,0,0,1,1,1,0,1,0,0,2,0,1,0,0,1,2,0,0,1,0,0
31145606,매입임대,LH부산울산,매입다가구(울산남구),다가구주택,울산광역시 남구 거마로133번길 6,0,0,0,0,0,0,1,1,0,1,0,0,2,3,2,1,0,0,1,0,0,0,0
30701681,매입임대,LH부산울산,매입다가구(울산남구),다가구주택,울산광역시 남구 꽃대나리로15번길 6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31263229,매입임대,LH부산울산,매입다가구(울산남구),다가구주택,울산광역시 남구 남산로348번길 28,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
31022762,매입임대,LH부산울산,매입다가구(울산남구),다가구주택,울산광역시 남구 남중로108번길 14-1,0,0,0,1,0,1,2,0,0,1,3,0,1,2,3,1,1,0,0,0,0,0,0
31265875,매입임대,LH부산울산,매입다가구(울산남구),다가구주택,울산광역시 남구 남중로108번길 30-1,0,0,0,0,0,0,2,0,1,4,1,0,0,0,1,0,0,0,0,0,0,0,0
31009168,매입임대,LH부산울산,매입다가구(울산남구),다가구주택,울산광역시 남구 남중로80번길 35,0,0,2,0,0,0,1,1,0,0,2,0,2,1,1,1,1,0,0,0,0,0,0
30701682,매입임대,LH부산울산,매입다가구(울산남구),다가구주택,울산광역시 남구 눌재로8번길 34,0,0,0,0,1,1,3,0,0,0,0,3,1,0,1,0,0,0,0,0,0,0,0
30701683,매입임대,LH부산울산,매입다가구(울산남구),다가구주택,울산광역시 남구 눌재로8번길 35,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0
30701684,매입임대,LH부산울산,매입다가구(울산남구),다가구주택,울산광역시 남구 달삼로10번길 22-1,0,0,0,0,2,1,7,0,0,2,2,1,1,2,1,0,1,0,0,0,0,0,0
30701685,매입임대,LH부산울산,매입다가구(울산남구),다가구주택,울산광역시 남구 달삼로48번길 10,0,1,1,0,0,1,0,1,1,0,1,2,1,1,2,0,1,2,0,0,0,0,0
30701686,매입임대,LH부산울산,매입다가구(울산남구),다가구주택,울산광역시 남구 달삼로4번길 15,0,0,0,1,1,2,5,0,0,1,0,3,0,2,1,0,0,0,0,0,0,0,0
30701687,매입임대,LH부산울산,매입다가구(울산남구),다가구주택,울산광역시 남구 달삼로58번길 3,0,0,1,2,0,2,0,0,1,1,1,0,1,2,1,2,1,0,0,0,0,0,0
30701688,매입임대,LH부산울산,매입다가구(울산남구),다가구주택,울산광역시 남구 달삼로60번길 19,0,1,0,3,4,1,4,2,0,4,1,3,2,1,1,2,1,0,0,0,0,0,0
31130310,매입임대,LH부산울산,매입다가구(울산남구),다가구주택,울산광역시 남구 달삼로72번길 18-1,0,0,0,0,2,2,1,0,0,1,1,3,1,2,3,0,0,0,0,0,0,0,0
31009172,매입임대,LH부산울산,매입다가구(울산남구),다가구주택,울산광역시 남구 달삼로76번길 16,0,0,0,2,0,1,3,0,1,1,0,4,3,0,0,0,1,0,0,0,0,0,0
31101998,매입임대,LH부산울산,매입다가구(울산남구),다가구주택,울산광역시 남구 달삼로84번길 23,0,2,0,0,0,2,2,0,0,1,1,4,3,2,1,1,0,1,1,0,0,0,0
31271697,매입임대,LH부산울산,매입다가구(울산남구),다가구주택,울산광역시 남구 대학로11번길 8,0,0,0,0,0,0,1,1,1,0,0,2,1,1,0,0,0,0,0,0,0,0,0
30701689,매입임대,LH부산울산,매입다가구(울산남구),다가구주택,울산광역시 남구 돋질로101번길 6-4,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
31203776,매입임대,LH부산울산,매입다가구(울산남구),다가구주택,울산광역시 남구 돋질로102번길 5-7,0,0,0,0,0,2,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0
31251636,매입임대,LH부산울산,매입다가구(울산남구),다가구주택,울산광역시 남구 돋질로119번길 6-11,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
30701690,매입임대,LH부산울산,매입다가구(울산남구),다가구주택,울산광역시 남구 돋질로11번길 12,0,0,0,0,0,3,3,0,0,1,2,0,1,0,0,1,0,0,1,0,0,0,0
30701691,매입임대,LH부산울산,매입다가구(울산남구),다가구주택,울산광역시 남구 돋질로127번길 7,0,0,1,0,0,1,0,0,0,2,1,0,0,0,1,0,2,1,1,0,0,0,0
30701739,매입임대,LH부산울산,매입다가구(울산남구),다가구주택,울산광역시 남구 돋질로140번길 12,0,0,1,0,3,4,0,0,0,1,0,1,2,1,1,0,1,0,0,0,0,0,0
