hsmpSn,rtsSe,rtsInsttId,detailSn,rthousSe,rnAdres,houseTy,houseTyNm,hsmpNm,pnu,hshldCo,rnNm,atchFileId,suplyTy,suplyTyNm,insttDc,url,invntryAssetsAt,임대종류,준공일자,주택유형,건물형태,난방방식,승강기설치여부,공급면적(전용),공급면적(공용),임대보증금,임대료,전환보증금,x,y
31024739,2,B551452,Off,C,서울특별시 양천구 신정이펜1로 51,11,아파트,신정이펜하우스4단지,1.14701010011317e+18,199,신정이펜1로51,XXX,7,장기전세,SH공사,http://www.i-sh.co.kr,Y,장기전세,2011-05-31,아파트,혼합식,지역가스난방,전체동 설치,59.94,19.15,125030000,0,0,126.830789014893,37.5110069541503
31024739,2,B551452,Off,C,서울특별시 양천구 신정이펜1로 51,11,아파트,신정이펜하우스4단지,1.14701010011317e+18,199,신정이펜1로51,XXX,7,장기전세,SH공사,http://www.i-sh.co.kr,Y,장기전세,2011-05-31,아파트,혼합식,지역가스난방,전체동 설치,59.83,20.27,109550000,0,0,126.830789014893,37.5110069541503
31024739,2,B551452,Off,C,서울특별시 양천구 신정이펜1로 51,11,아파트,신정이펜하우스4단지,1.14701010011317e+18,199,신정이펜1로51,XXX,7,장기전세,SH공사,http://www.i-sh.co.kr,Y,장기전세,2011-05-31,아파트,혼합식,지역가스난방,전체동 설치,59.94,20.19,104340000,0,0,126.830789014893,37.5110069541503
31024739,2,B551452,Off,C,서울특별시 양천구 신정이펜1로 51,11,아파트,신정이펜하우스4단지,1.14701010011317e+18,199,신정이펜1로51,XXX,7,장기전세,SH공사,http://www.i-sh.co.kr,Y,장기전세,2011-05-31,아파트,혼합식,지역가스난방,전체동 설치,59.93,19.21,131280000,0,0,126.830789014893,37.5110069541503
31024739,2,B551452,Off,C,서울특별시 양천구 신정이펜1로 51,11,아파트,신정이펜하우스4단지,1.14701010011317e+18,199,신정이펜1로51,XXX,7,장기전세,SH공사,http://www.i-sh.co.kr,Y,장기전세,2011-05-31,아파트,혼합식,지역가스난방,전체동 설치,59.9,19.23,104340000,0,0,126.830789014893,37.5110069541503
31024739,2,B551452,Off,C,서울특별시 양천구 신정이펜1로 51,11,아파트,신정이펜하우스4단지,1.14701010011317e+18,199,신정이펜1로51,XXX,7,장기전세,SH공사,http://www.i-sh.co.kr,Y,장기전세,2011-05-31,아파트,혼합식,지역가스난방,전체동 설치,84.51,25.96,276000000,0,0,126.830789014893,37.5110069541503
31024739,2,B551452,Off,C,서울특별시 양천구 신정이펜1로 51,11,아파트,신정이펜하우스4단지,1.14701010011317e+18,199,신정이펜1로51,XXX,7,장기전세,SH공사,http://www.i-sh.co.kr,Y,장기전세,2011-05-31,아파트,혼합식,지역가스난방,전체동 설치,84.96,26.55,276000000,0,0,126.830789014893,37.5110069541503
31024739,2,B551452,Off,C,서울특별시 양천구 신정이펜1로 51,11,아파트,신정이펜하우스4단지,1.14701010011317e+18,199,신정이펜1로51,XXX,7,장기전세,SH공사,http://www.i-sh.co.kr,Y,장기전세,2011-05-31,아파트,혼합식,지역가스난방,전체동 설치,84.96,26.55,167160000,0,0,126.830789014893,37.5110069541503
31024739,2,B551452,Off,C,서울특별시 양천구 신정이펜1로 51,11,아파트,신정이펜하우스4단지,1.14701010011317e+18,199,신정이펜1로51,XXX,7,장기전세,SH공사,http://www.i-sh.co.kr,Y,장기전세,2011-05-31,아파트,혼합식,지역가스난방,전체동 설치,84.95,26.04,285750000,0,0,126.830789014893,37.5110069541503
31024739,2,B551452,Off,C,서울특별시 양천구 신정이펜1로 51,11,아파트,신정이펜하우스4단지,1.14701010011317e+18,199,신정이펜1로51,XXX,7,장기전세,SH공사,http://www.i-sh.co.kr,Y,장기전세,2011-05-31,아파트,혼합식,지역가스난방,전체동 설치,84.95,26.04,167160000,0,0,126.830789014893,37.5110069541503
31024744,2,B551452,Off,C,서울특별시 강서구 마곡서1로 146,11,아파트,마곡지구 2단지(임대),1.15001050010735e+18,115,마곡서1로146,XXX,7,장기전세,SH공사,http://www.i-sh.co.kr,Y,장기전세,2014-05-21,아파트,혼합식,지역난방,전체동 설치,84.47,32.01,243750000,0,0,126.81972321967,37.5695460184189
31024744,2,B551452,Off,C,서울특별시 강서구 마곡서1로 146,11,아파트,마곡지구 2단지(임대),1.15001050010735e+18,115,마곡서1로146,XXX,7,장기전세,SH공사,http://www.i-sh.co.kr,Y,장기전세,2014-05-21,아파트,혼합식,지역난방,전체동 설치,59.79,22.05,303750000,0,0,126.81972321967,37.5695460184189
31024744,2,B551452,Off,C,서울특별시 강서구 마곡서1로 146,11,아파트,마곡지구 2단지(임대),1.15001050010735e+18,115,마곡서1로146,XXX,7,장기전세,SH공사,http://www.i-sh.co.kr,Y,장기전세,2014-05-21,아파트,혼합식,지역난방,전체동 설치,59.95,22.08,162400000,0,0,126.81972321967,37.5695460184189
31024744,2,B551452,Off,C,서울특별시 강서구 마곡서1로 146,11,아파트,마곡지구 2단지(임대),1.15001050010735e+18,115,마곡서1로146,XXX,7,장기전세,SH공사,http://www.i-sh.co.kr,Y,장기전세,2014-05-21,아파트,혼합식,지역난방,전체동 설치,59.83,22.16,162400000,0,0,126.81972321967,37.5695460184189
31024744,2,B551452,Off,C,서울특별시 강서구 마곡서1로 146,11,아파트,마곡지구 2단지(임대),1.15001050010735e+18,115,마곡서1로146,XXX,7,장기전세,SH공사,http://www.i-sh.co.kr,Y,장기전세,2014-05-21,아파트,혼합식,지역난방,전체동 설치,59.52,22.14,303750000,0,0,126.81972321967,37.5695460184189
31024744,2,B551452,Off,C,서울특별시 강서구 마곡서1로 146,11,아파트,마곡지구 2단지(임대),1.15001050010735e+18,115,마곡서1로146,XXX,7,장기전세,SH공사,http://www.i-sh.co.kr,Y,장기전세,2014-05-21,아파트,혼합식,지역난방,전체동 설치,59.52,22.14,162400000,0,0,126.81972321967,37.5695460184189
31024744,2,B551452,Off,C,서울특별시 강서구 마곡서1로 146,11,아파트,마곡지구 2단지(임대),1.15001050010735e+18,115,마곡서1로146,XXX,7,장기전세,SH공사,http://www.i-sh.co.kr,Y,장기전세,2014-05-21,아파트,혼합식,지역난방,전체동 설치,84.92,29.34,393750000,0,0,126.81972321967,37.5695460184189
31024744,2,B551452,Off,C,서울특별시 강서구 마곡서1로 146,11,아파트,마곡지구 2단지(임대),1.15001050010735e+18,115,마곡서1로146,XXX,7,장기전세,SH공사,http://www.i-sh.co.kr,Y,장기전세,2014-05-21,아파트,혼합식,지역난방,전체동 설치,84.92,29.34,194400000,0,0,126.81972321967,37.5695460184189
31024744,2,B551452,Off,C,서울특별시 강서구 마곡서1로 146,11,아파트,마곡지구 2단지(임대),1.15001050010735e+18,115,마곡서1로146,XXX,7,장기전세,SH공사,http://www.i-sh.co.kr,Y,장기전세,2014-05-21,아파트,혼합식,지역난방,전체동 설치,84.6,31.92,194400000,0,0,126.81972321967,37.5695460184189
31024745,2,B551452,Off,C,서울특별시 강서구 마곡중앙로 33,11,아파트,마곡지구 14단지(임대),1.1500105001075e+18,274,마곡중앙로33,XXX,2,국민임대,SH공사,http://www.i-sh.co.kr,Y,국민임대,2014-04-29,아파트,혼합식,지역난방,전체동 설치,59.86,21.85,60180000,395600,0,126.826107719982,37.5571211043412
31024745,2,B551452,Off,C,서울특별시 강서구 마곡중앙로 33,11,아파트,마곡지구 14단지(임대),1.1500105001075e+18,274,마곡중앙로33,XXX,2,국민임대,SH공사,http://www.i-sh.co.kr,Y,국민임대,2014-04-29,아파트,혼합식,지역난방,전체동 설치,49.87,18.51,51000000,352300,0,126.826107719982,37.5571211043412
31024745,2,B551452,Off,C,서울특별시 강서구 마곡중앙로 33,11,아파트,마곡지구 14단지(임대),1.1500105001075e+18,274,마곡중앙로33,XXX,2,국민임대,SH공사,http://www.i-sh.co.kr,Y,국민임대,2014-04-29,아파트,혼합식,지역난방,전체동 설치,59.79,22.13,60180000,395600,0,126.826107719982,37.5571211043412
31024745,2,B551452,Off,C,서울특별시 강서구 마곡중앙로 33,11,아파트,마곡지구 14단지(임대),1.1500105001075e+18,274,마곡중앙로33,XXX,2,국민임대,SH공사,http://www.i-sh.co.kr,Y,국민임대,2014-04-29,아파트,혼합식,지역난방,전체동 설치,59.69,21.84,60180000,395600,0,126.826107719982,37.5571211043412
31024745,2,B551452,Off,C,서울특별시 강서구 마곡중앙로 33,11,아파트,마곡지구 14단지(임대),1.1500105001075e+18,274,마곡중앙로33,XXX,2,국민임대,SH공사,http://www.i-sh.co.kr,Y,국민임대,2014-04-29,아파트,혼합식,지역난방,전체동 설치,59.95,22.22,60180000,395600,0,126.826107719982,37.5571211043412
31024745,2,B551452,Off,C,서울특별시 강서구 마곡중앙로 33,11,아파트,마곡지구 14단지(임대),1.1500105001075e+18,274,마곡중앙로33,XXX,2,국민임대,SH공사,http://www.i-sh.co.kr,Y,국민임대,2014-04-29,아파트,혼합식,지역난방,전체동 설치,59.83,22.02,60180000,395600,0,126.826107719982,37.5571211043412
31024745,2,B551452,Off,C,서울특별시 강서구 마곡중앙로 33,11,아파트,마곡지구 14단지(임대),1.1500105001075e+18,274,마곡중앙로33,XXX,2,국민임대,SH공사,http://www.i-sh.co.kr,Y,국민임대,2014-04-29,아파트,혼합식,지역난방,전체동 설치,59.96,21.88,60180000,395600,0,126.826107719982,37.5571211043412
31024746,2,B551452,Off,C,서울특별시 성동구 청계천로 474,11,아파트,왕십리주상복합(서울리츠3호),1.12001020010286e+18,37,청계천로474,XXX,7,장기전세,SH공사,http://www.i-sh.co.kr,Y,장기전세,2009-11-20,아파트,복도식,개별가스난방,전체동 설치,90.4,34.52,384000000,0,0,127.02962002654,37.569569873223
31024746,2,B551452,Off,C,서울특별시 성동구 청계천로 474,11,아파트,왕십리주상복합(서울리츠3호),1.12001020010286e+18,37,청계천로474,XXX,7,장기전세,SH공사,http://www.i-sh.co.kr,Y,장기전세,2009-11-20,아파트,복도식,개별가스난방,전체동 설치,124.45,47.52,452000000,0,0,127.02962002654,37.569569873223
31024756,2,B551452,Off,C,서울특별시 중랑구 신내역로 165,11,아파트,신내3지구2단지(서울리츠3호),1.12601060010817e+18,136,신내역로165,XXX,7,장기전세,SH공사,http://www.i-sh.co.kr,Y,장기전세,2013-12-11,아파트,복도식,개별가스난방,전체동 설치,114.54,43.33,388000000,0,0,127.11035987355,37.6166299090249
31024758,2,B551452,Off,C,서울특별시 강남구 헌릉로590길 63,11,아파트,강남데시앙파크(서울리츠3호),1.16801110010525e+18,123,헌릉로590길63,XXX,7,장기전세,SH공사,http://www.i-sh.co.kr,Y,장기전세,2011-11-01,아파트,계단식,개별가스난방,전체동 설치,114.69,30.84,608000000,0,0,127.102379596633,37.4606154852637
31024764,2,B551452,Off,C,서울특별시 강서구 마곡서1로 146,11,아파트,마곡지구2단지(서울리츠3호),1.15001050010735e+18,24,마곡서1로146,XXX,7,장기전세,SH공사,http://www.i-sh.co.kr,Y,장기전세,2014-05-21,아파트,혼합식,지역난방,전체동 설치,114.86,39.23,435000000,0,0,126.81972321967,37.5695460184189
31016744,2,B551452,Off,C,서울특별시 금천구 벚꽃로 40,11,아파트,금천롯데캐슬골드파크1차,1.15451020011147e+18,183,벚꽃로40,XXX,7,장기전세,SH공사,http://www.i-sh.co.kr,Y,장기전세,2016-11-30,아파트,계단식,개별난방,전체동 설치,84.46,31.35,312000000,0,0,126.892972037294,37.4591817680527
31016744,2,B551452,Off,C,서울특별시 금천구 벚꽃로 40,11,아파트,금천롯데캐슬골드파크1차,1.15451020011147e+18,183,벚꽃로40,XXX,7,장기전세,SH공사,http://www.i-sh.co.kr,Y,장기전세,2016-11-30,아파트,계단식,개별난방,전체동 설치,59.94,22.17,285000000,0,0,126.892972037294,37.4591817680527
31016744,2,B551452,Off,C,서울특별시 금천구 벚꽃로 40,11,아파트,금천롯데캐슬골드파크1차,1.15451020011147e+18,183,벚꽃로40,XXX,7,장기전세,SH공사,http://www.i-sh.co.kr,Y,장기전세,2016-11-30,아파트,계단식,개별난방,전체동 설치,59.99,21.97,285000000,0,0,126.892972037294,37.4591817680527
31016744,2,B551452,Off,C,서울특별시 금천구 벚꽃로 40,11,아파트,금천롯데캐슬골드파크1차,1.15451020011147e+18,183,벚꽃로40,XXX,7,장기전세,SH공사,http://www.i-sh.co.kr,Y,장기전세,2016-11-30,아파트,계단식,개별난방,전체동 설치,59.99,21.97,260000000,0,0,126.892972037294,37.4591817680527
31016744,2,B551452,Off,C,서울특별시 금천구 벚꽃로 40,11,아파트,금천롯데캐슬골드파크1차,1.15451020011147e+18,183,벚꽃로40,XXX,7,장기전세,SH공사,http://www.i-sh.co.kr,Y,장기전세,2016-11-30,아파트,계단식,개별난방,전체동 설치,71.39,27.05,317250000,0,0,126.892972037294,37.4591817680527
31016744,2,B551452,Off,C,서울특별시 금천구 벚꽃로 40,11,아파트,금천롯데캐슬골드파크1차,1.15451020011147e+18,183,벚꽃로40,XXX,7,장기전세,SH공사,http://www.i-sh.co.kr,Y,장기전세,2016-11-30,아파트,계단식,개별난방,전체동 설치,71.39,27.05,284000000,0,0,126.892972037294,37.4591817680527
31016744,2,B551452,Off,C,서울특별시 금천구 벚꽃로 40,11,아파트,금천롯데캐슬골드파크1차,1.15451020011147e+18,183,벚꽃로40,XXX,7,장기전세,SH공사,http://www.i-sh.co.kr,Y,장기전세,2016-11-30,아파트,계단식,개별난방,전체동 설치,72.52,25.45,284000000,0,0,126.892972037294,37.4591817680527
31016744,2,B551452,Off,C,서울특별시 금천구 벚꽃로 40,11,아파트,금천롯데캐슬골드파크1차,1.15451020011147e+18,183,벚꽃로40,XXX,7,장기전세,SH공사,http://www.i-sh.co.kr,Y,장기전세,2016-11-30,아파트,계단식,개별난방,전체동 설치,84.81,30.56,352500000,0,0,126.892972037294,37.4591817680527
31016744,2,B551452,Off,C,서울특별시 금천구 벚꽃로 40,11,아파트,금천롯데캐슬골드파크1차,1.15451020011147e+18,183,벚꽃로40,XXX,7,장기전세,SH공사,http://www.i-sh.co.kr,Y,장기전세,2016-11-30,아파트,계단식,개별난방,전체동 설치,84.81,30.56,312000000,0,0,126.892972037294,37.4591817680527
31016744,2,B551452,Off,C,서울특별시 금천구 벚꽃로 40,11,아파트,금천롯데캐슬골드파크1차,1.15451020011147e+18,183,벚꽃로40,XXX,7,장기전세,SH공사,http://www.i-sh.co.kr,Y,장기전세,2016-11-30,아파트,계단식,개별난방,전체동 설치,84.4,31.95,352500000,0,0,126.892972037294,37.4591817680527
31036065,2,B551452,Off,C,서울특별시 강동구 아리수로50길 50,11,아파트,고덕래미안힐스테이트,1.17401020010688e+18,211,아리수로50길50,XXX,7,장기전세,SH공사,http://www.i-sh.co.kr,Y,장기전세,2016-12-30,아파트,계단식,지역난방,전체동 설치,59.96,22.59,375000000,0,0,127.148485329925,37.5588649663148
31036065,2,B551452,Off,C,서울특별시 강동구 아리수로50길 50,11,아파트,고덕래미안힐스테이트,1.17401020010688e+18,211,아리수로50길50,XXX,7,장기전세,SH공사,http://www.i-sh.co.kr,Y,장기전세,2016-12-30,아파트,계단식,지역난방,전체동 설치,59.35,23.2,375000000,0,0,127.148485329925,37.5588649663148
31036065,2,B551452,Off,C,서울특별시 강동구 아리수로50길 50,11,아파트,고덕래미안힐스테이트,1.17401020010688e+18,211,아리수로50길50,XXX,7,장기전세,SH공사,http://www.i-sh.co.kr,Y,장기전세,2016-12-30,아파트,계단식,지역난방,전체동 설치,59.23,23.34,375000000,0,0,127.148485329925,37.5588649663148
31120660,1,D168291,Off,C,서울특별시 구로구 경인로20가길 68,11,아파트,서울오류 행복주택,1.15301080010064e+18,890,경인로20가길68,XXX,9,행복주택,LH서울,http://www.lh.or.kr,Y,행복주택,2018-01-30,아파트,,,,44.83,24.13,100400000,341130,40000000,126.846031565342,37.4954885701953
31120660,1,D168291,Off,C,서울특별시 구로구 경인로20가길 68,11,아파트,서울오류 행복주택,1.15301080010064e+18,890,경인로20가길68,XXX,9,행복주택,LH서울,http://www.lh.or.kr,Y,행복주택,2018-01-30,아파트,,,,16.84,9.06,40400000,134730,14000000,126.846031565342,37.4954885701953
31120660,1,D168291,Off,C,서울특별시 구로구 경인로20가길 68,11,아파트,서울오류 행복주택,1.15301080010064e+18,890,경인로20가길68,XXX,9,행복주택,LH서울,http://www.lh.or.kr,Y,행복주택,2018-01-30,아파트,,,,29.76,16.02,69600000,233630,28000000,126.846031565342,37.4954885701953
31120660,1,D168291,Off,C,서울특별시 구로구 경인로20가길 68,11,아파트,서울오류 행복주택,1.15301080010064e+18,890,경인로20가길68,XXX,9,행복주택,LH서울,http://www.lh.or.kr,Y,행복주택,2018-01-30,아파트,,,,36.85,19.83,84000000,283800,34000000,126.846031565342,37.4954885701953
31175084,2,B551452,Off,C,서울특별시 중랑구 신내역로 160,11,아파트,신내3지구 4단지 도시형생활주택,1.12601060010831e+18,289,신내역로160,XXX,9,행복주택,SH공사,http://www.i-sh.co.kr,Y,행복주택,2018-07-23,아파트,계단식,개별난방,전체동 설치,31.85,16.45,54720000,196000,0,127.111146824742,37.6167461025051
31175084,2,B551452,Off,C,서울특별시 중랑구 신내역로 160,11,아파트,신내3지구 4단지 도시형생활주택,1.12601060010831e+18,289,신내역로160,XXX,9,행복주택,SH공사,http://www.i-sh.co.kr,Y,행복주택,2018-07-23,아파트,계단식,개별난방,전체동 설치,21.96,11.82,34340000,123000,0,127.111146824742,37.6167461025051
31175084,2,B551452,Off,C,서울특별시 중랑구 신내역로 160,11,아파트,신내3지구 4단지 도시형생활주택,1.12601060010831e+18,289,신내역로160,XXX,9,행복주택,SH공사,http://www.i-sh.co.kr,Y,행복주택,2018-07-23,아파트,계단식,개별난방,전체동 설치,21.96,11.82,31920000,117000,0,127.111146824742,37.6167461025051
31175084,2,B551452,Off,C,서울특별시 중랑구 신내역로 160,11,아파트,신내3지구 4단지 도시형생활주택,1.12601060010831e+18,289,신내역로160,XXX,9,행복주택,SH공사,http://www.i-sh.co.kr,Y,행복주택,2018-07-23,아파트,계단식,개별난방,전체동 설치,31.85,16.45,43920000,160900,0,127.111146824742,37.6167461025051
31175084,2,B551452,Off,C,서울특별시 중랑구 신내역로 160,11,아파트,신내3지구 4단지 도시형생활주택,1.12601060010831e+18,289,신내역로160,XXX,9,행복주택,SH공사,http://www.i-sh.co.kr,Y,행복주택,2018-07-23,아파트,계단식,개별난방,전체동 설치,31.85,16.45,43920000,161000,0,127.111146824742,37.6167461025051
31175089,2,B551452,Off,C,서울특별시 동대문구 천호대로55길 11,11,아파트,힐스테이트 청계(대농신안),1.12301050011009e+18,114,천호대로55길11,XXX,9,행복주택,SH공사,http://www.i-sh.co.kr,Y,행복주택,2018-06-29,아파트,복도식,개별난방,전체동 설치,48.98,25.0,84000000,385000,0,127.048032713285,37.5708009375296
31175089,2,B551452,Off,C,서울특별시 동대문구 천호대로55길 11,11,아파트,힐스테이트 청계(대농신안),1.12301050011009e+18,114,천호대로55길11,XXX,9,행복주택,SH공사,http://www.i-sh.co.kr,Y,행복주택,2018-06-29,아파트,복도식,개별난방,전체동 설치,40.6,22.08,69600000,319000,0,127.048032713285,37.5708009375296
31173632,2,B551452,Off,C,서울특별시 송파구 오금로53길 14,11,아파트,거여 리본타운,1.17101130010012e+18,128,오금로53길14,XXX,9,행복주택,SH공사,http://www.i-sh.co.kr,Y,행복주택,2018-05-10,아파트,복도식,개별난방,전체동 설치,39.18,18.43,60800000,182000,0,127.141932306394,37.4958614387838
31173632,2,B551452,Off,C,서울특별시 송파구 오금로53길 14,11,아파트,거여 리본타운,1.17101130010012e+18,128,오금로53길14,XXX,9,행복주택,SH공사,http://www.i-sh.co.kr,Y,행복주택,2018-05-10,아파트,복도식,개별난방,전체동 설치,29.84,14.93,41820000,126000,0,127.141932306394,37.4958614387838
31173632,2,B551452,Off,C,서울특별시 송파구 오금로53길 14,11,아파트,거여 리본타운,1.17101130010012e+18,128,오금로53길14,XXX,9,행복주택,SH공사,http://www.i-sh.co.kr,Y,행복주택,2018-05-10,아파트,복도식,개별난방,전체동 설치,29.93,14.89,52200000,170000,0,127.141932306394,37.4958614387838
31173632,2,B551452,Off,C,서울특별시 송파구 오금로53길 14,11,아파트,거여 리본타운,1.17101130010012e+18,128,오금로53길14,XXX,9,행복주택,SH공사,http://www.i-sh.co.kr,Y,행복주택,2018-05-10,아파트,복도식,개별난방,전체동 설치,29.61,15.08,52200000,170000,0,127.141932306394,37.4958614387838
31173632,2,B551452,Off,C,서울특별시 송파구 오금로53길 14,11,아파트,거여 리본타운,1.17101130010012e+18,128,오금로53길14,XXX,9,행복주택,SH공사,http://www.i-sh.co.kr,Y,행복주택,2018-05-10,아파트,복도식,개별난방,전체동 설치,29.58,15.1,41820000,126000,0,127.141932306394,37.4958614387838
31173632,2,B551452,Off,C,서울특별시 송파구 오금로53길 14,11,아파트,거여 리본타운,1.17101130010012e+18,128,오금로53길14,XXX,9,행복주택,SH공사,http://www.i-sh.co.kr,Y,행복주택,2018-05-10,아파트,복도식,개별난방,전체동 설치,29.94,14.88,41820000,126000,0,127.141932306394,37.4958614387838
31173632,2,B551452,Off,C,서울특별시 송파구 오금로53길 14,11,아파트,거여 리본타운,1.17101130010012e+18,128,오금로53길14,XXX,9,행복주택,SH공사,http://www.i-sh.co.kr,Y,행복주택,2018-05-10,아파트,복도식,개별난방,전체동 설치,29.72,15.0,41140000,124000,0,127.141932306394,37.4958614387838
31173632,2,B551452,Off,C,서울특별시 송파구 오금로53길 14,11,아파트,거여 리본타운,1.17101130010012e+18,128,오금로53길14,XXX,9,행복주택,SH공사,http://www.i-sh.co.kr,Y,행복주택,2018-05-10,아파트,복도식,개별난방,전체동 설치,29.76,14.98,55100000,179000,0,127.141932306394,37.4958614387838
31173632,2,B551452,Off,C,서울특별시 송파구 오금로53길 14,11,아파트,거여 리본타운,1.17101130010012e+18,128,오금로53길14,XXX,9,행복주택,SH공사,http://www.i-sh.co.kr,Y,행복주택,2018-05-10,아파트,복도식,개별난방,전체동 설치,30.16,14.74,41820000,126000,0,127.141932306394,37.4958614387838
31173632,2,B551452,Off,C,서울특별시 송파구 오금로53길 14,11,아파트,거여 리본타운,1.17101130010012e+18,128,오금로53길14,XXX,9,행복주택,SH공사,http://www.i-sh.co.kr,Y,행복주택,2018-05-10,아파트,복도식,개별난방,전체동 설치,30.41,14.58,52200000,170000,0,127.141932306394,37.4958614387838
31173632,2,B551452,Off,C,서울특별시 송파구 오금로53길 14,11,아파트,거여 리본타운,1.17101130010012e+18,128,오금로53길14,XXX,9,행복주택,SH공사,http://www.i-sh.co.kr,Y,행복주택,2018-05-10,아파트,복도식,개별난방,전체동 설치,30.08,14.78,55100000,179000,0,127.141932306394,37.4958614387838
31173632,2,B551452,Off,C,서울특별시 송파구 오금로53길 14,11,아파트,거여 리본타운,1.17101130010012e+18,128,오금로53길14,XXX,9,행복주택,SH공사,http://www.i-sh.co.kr,Y,행복주택,2018-05-10,아파트,복도식,개별난방,전체동 설치,36.12,17.12,56240000,169000,0,127.141932306394,37.4958614387838
31210716,2,B551452,Off,C,서울특별시 광진구 아차산로 431,11,아파트,강변SK뷰,1.12151030010667e+18,20,아차산로431,XXX,7,장기전세,SH공사,http://www.i-sh.co.kr,Y,장기전세,2017-07-14,아파트,혼합식,개별난방,전체동 설치,84.69,33.64,414750000,0,0,127.090444317293,37.5384362378131
31210716,2,B551452,Off,C,서울특별시 광진구 아차산로 431,11,아파트,강변SK뷰,1.12151030010667e+18,20,아차산로431,XXX,7,장기전세,SH공사,http://www.i-sh.co.kr,Y,장기전세,2017-07-14,아파트,혼합식,개별난방,전체동 설치,84.9,32.79,414750000,0,0,127.090444317293,37.5384362378131
31210716,2,B551452,Off,C,서울특별시 광진구 아차산로 431,11,아파트,강변SK뷰,1.12151030010667e+18,20,아차산로431,XXX,7,장기전세,SH공사,http://www.i-sh.co.kr,Y,장기전세,2017-07-14,아파트,혼합식,개별난방,전체동 설치,84.81,32.64,414750000,0,0,127.090444317293,37.5384362378131
31211866,2,B551452,Off,C,서울특별시 강남구 개포로110길 50,11,아파트,래미안개포루체하임(일원동현대),1.16801140010741e+18,50,개포로110길50,XXX,9,행복주택,SH공사,http://www.i-sh.co.kr,Y,행복주택,2018-11-21,아파트,계단식,지역난방,전체동 설치,59.98,26.67,184800000,693000,0,127.080086107869,37.4906944192217
31211866,2,B551452,Off,C,서울특별시 강남구 개포로110길 50,11,아파트,래미안개포루체하임(일원동현대),1.16801140010741e+18,50,개포로110길50,XXX,9,행복주택,SH공사,http://www.i-sh.co.kr,Y,행복주택,2018-11-21,아파트,계단식,지역난방,전체동 설치,49.99,25.37,152800000,574000,0,127.080086107869,37.4906944192217
31211866,2,B551452,Off,C,서울특별시 강남구 개포로110길 50,11,아파트,래미안개포루체하임(일원동현대),1.16801140010741e+18,50,개포로110길50,XXX,9,행복주택,SH공사,http://www.i-sh.co.kr,Y,행복주택,2018-11-21,아파트,계단식,지역난방,전체동 설치,59.99,26.18,184800000,693000,0,127.080086107869,37.4906944192217
31211866,2,B551452,Off,C,서울특별시 강남구 개포로110길 50,11,아파트,래미안개포루체하임(일원동현대),1.16801140010741e+18,50,개포로110길50,XXX,9,행복주택,SH공사,http://www.i-sh.co.kr,Y,행복주택,2018-11-21,아파트,계단식,지역난방,전체동 설치,59.97,27.09,184800000,693000,0,127.080086107869,37.4906944192217
31233137,2,B551452,Off,C,서울특별시 구로구 항동로 72,11,아파트,항동보금자리지구4단지(임대),1.15301120010084e+18,107,항동로72,XXX,2,국민임대,SH공사,http://www.i-sh.co.kr,Y,국민임대,2019-04-12,아파트,혼합식,지역난방,전체동 설치,59.74,29.94,60750000,364500,0,126.825510255289,37.4808630642493
31233137,2,B551452,Off,C,서울특별시 구로구 항동로 72,11,아파트,항동보금자리지구4단지(임대),1.15301120010084e+18,107,항동로72,XXX,2,국민임대,SH공사,http://www.i-sh.co.kr,Y,국민임대,2019-04-12,아파트,혼합식,지역난방,전체동 설치,49.86,25.27,53510000,322400,0,126.825510255289,37.4808630642493
31233137,2,B551452,Off,C,서울특별시 구로구 항동로 72,11,아파트,항동보금자리지구4단지(임대),1.15301120010084e+18,107,항동로72,XXX,2,국민임대,SH공사,http://www.i-sh.co.kr,Y,국민임대,2019-04-12,아파트,혼합식,지역난방,전체동 설치,59.86,29.27,60750000,364500,0,126.825510255289,37.4808630642493
31233137,2,B551452,Off,C,서울특별시 구로구 항동로 72,11,아파트,항동보금자리지구4단지(임대),1.15301120010084e+18,107,항동로72,XXX,2,국민임대,SH공사,http://www.i-sh.co.kr,Y,국민임대,2019-04-12,아파트,혼합식,지역난방,전체동 설치,59.94,30.11,60750000,364500,0,126.825510255289,37.4808630642493
31302261,2,B551452,Off,C,서울특별시 서대문구 거북골로 100,11,아파트,래미안루센티아(가재울5),1.14101200010175e+18,112,거북골로100,XXX,3,50년임대,SH공사,http://www.i-sh.co.kr,Y,50년임대,2020-02-21,아파트,복도식,지역난방,전체동 설치,52.17,18.73,33230000,196500,0,126.918366171552,37.5756060318469
31302261,2,B551452,Off,C,서울특별시 서대문구 거북골로 100,11,아파트,래미안루센티아(가재울5),1.14101200010175e+18,112,거북골로100,XXX,3,50년임대,SH공사,http://www.i-sh.co.kr,Y,50년임대,2020-02-21,아파트,복도식,지역난방,전체동 설치,34.05,13.09,21950000,129800,0,126.918366171552,37.5756060318469
31302261,2,B551452,Off,C,서울특별시 서대문구 거북골로 100,11,아파트,래미안루센티아(가재울5),1.14101200010175e+18,112,거북골로100,XXX,3,50년임대,SH공사,http://www.i-sh.co.kr,Y,50년임대,2020-02-21,아파트,복도식,지역난방,전체동 설치,47.78,17.23,30450000,180100,0,126.918366171552,37.5756060318469
