rn,hsmpSn,rtsSe,rtsInsttId,detailSn,rthousSe,rnAdres,houseTy,houseTyNm,hsmpNm,pnu,hshldCo,rnNm,atchFileId,suplyTy,suplyTyNm,insttDc,url,invntryAssetsAt,x,y
418,31128732,01,D168001,Off,D,충청남도 보령시 지장골길 160,11,아파트,보령부경파크빌,4418010200107890000,15,지장골길160,XXX,05,10년임대,LH대전충남,http://www.lh.or.kr,Y,126.59935762836,36.3618557423881
419,31157823,01,D168001,Off,B,충청남도 아산시 배방읍 모산로126번길 17-7,11,아파트,매입다가구(충남아산시),4420025324102820000,1,모산로126번길17-7,XXX,04,매입임대,LH대전충남,http://www.lh.or.kr,Y,127.059491765615,36.7726678042711
420,31197176,01,D168001,Off,B,충청남도 천안시 서북구 쌍용17길 52,11,아파트,매입다가구(충남천안시),4413310700112730000,1,쌍용17길52,XXX,04,매입임대,LH대전충남,http://www.lh.or.kr,Y,127.122491325299,36.7959393978773
421,31187236,01,D168001,Off,B,충청남도 천안시 서북구 봉서산샛길 65,11,아파트,매입다가구(충남천안시),4413310700119140000,1,봉서산샛길65,XXX,04,매입임대,LH대전충남,http://www.lh.or.kr,Y,127.120896912417,36.8047909185135
422,31226865,01,D168001,Off,B,충청남도 천안시 서북구 3공단6로 125,11,아파트,매입다가구(충남천안시),4413310600105430000,1,3공단6로125,XXX,04,매입임대,LH대전충남,http://www.lh.or.kr,Y,127.10879968887,36.8462628831926
423,31226868,01,D168001,Off,B,충청남도 아산시 둔포면 아산밸리중앙로 58-5,11,아파트,매입다가구(충남아산시),4420036032118010000,1,아산밸리중앙로58-5,XXX,04,매입임대,LH대전충남,http://www.lh.or.kr,Y,127.054384101866,36.9227244849815
424,31226870,01,D168001,Off,B,충청남도 아산시 배방읍 북수로25번길 33,11,아파트,매입다가구(충남아산시),4420025324117170000,1,북수로25번길33,XXX,04,매입임대,LH대전충남,http://www.lh.or.kr,Y,127.061683402356,36.7729908781774
425,31226644,01,D168001,Off,C,충청남도 천안시 서북구 불당24로 9,11,아파트,천안불당 LH 1단지,4413310800114630000,408,불당24로9,FLE00022366,02,국민임대,LH대전충남,http://www.lh.or.kr,Y,127.103206760397,36.8231789427092
426,31224863,01,D168001,Off,B,충청남도 천안시 동남구 북일로 70,11,아파트,충청남도 천안시,4413111800109780000,1,북일로70,XXX,04,매입임대,LH대전충남,http://www.lh.or.kr,Y,127.157602747073,36.8289089681999
427,31227492,01,D168001,Off,D,충청남도 아산시 신창면 행목로 217,11,아파트,아산친오애아파트,4420041025104970000,2,행목로217,XXX,05,10년임대,LH대전충남,http://www.lh.or.kr,Y,126.953979754179,36.7829892477701
