0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
군산미장 휴먼시아,국민임대,전라북도 군산시 경포천로 34,2011-06-02,"1,349",아파트,혼합식,개별가스난방,전체동 설치,LH전북,39.63㎡,17.53㎡,"17,314,000원","126,960원","13,000,000원"
군산미장 휴먼시아,국민임대,전라북도 군산시 경포천로 34,2011-06-02,"1,349",아파트,혼합식,개별가스난방,전체동 설치,LH전북,46.9㎡,20.01㎡,"23,086,000원","150,050원","18,000,000원"
교동마을 휴먼시아,국민임대,전라북도 김제시 교정길 36,2011-05-16,533,아파트,혼합식,개별가스난방,전체동 설치,LH전북,59.46㎡,25.61㎡,"31,242,000원","180,230원","21,000,000원"
교동마을 휴먼시아,국민임대,전라북도 김제시 교정길 36,2011-05-16,533,아파트,혼합식,개별가스난방,전체동 설치,LH전북,39.51㎡,17.02㎡,"15,620,000원","114,140원","10,000,000원"
교동마을 휴먼시아,국민임대,전라북도 김제시 교정길 36,2011-05-16,533,아파트,혼합식,개별가스난방,전체동 설치,LH전북,51.61㎡,22.23㎡,"25,233,000원","156,200원","18,000,000원"
대성참조은아파트,국민임대,전라북도 전주시 완산구 내원당길 47,,2,아파트,,개별가스난방,,LH전북,41.12㎡,13.45㎡,"6,115,000원","52,410원",0원
금호아파트,국민임대,전라북도 익산시 함열읍 와리길 43,1996-12-06,56,아파트,복도식,개별가스난방,전체동 설치,LH전북,59.82㎡,18.35㎡,"8,238,000원","68,650원",0원
금호아파트,국민임대,전라북도 익산시 함열읍 와리길 43,1996-12-06,56,아파트,복도식,개별가스난방,전체동 설치,LH전북,49.68㎡,15.24㎡,"5,866,000원","51,160원",0원
금호아파트,국민임대,전라북도 익산시 함열읍 와리길 43,1996-12-06,56,아파트,복도식,개별가스난방,전체동 설치,LH전북,50.4㎡,15.46㎡,"6,115,000원","52,410원",0원
금호아파트,국민임대,전라북도 익산시 함열읍 와리길 43,1996-12-06,56,아파트,복도식,개별가스난방,전체동 설치,LH전북,59.34㎡,18.21㎡,"8,113,000원","67,400원",0원
전주효자 휴먼시아1단지,국민임대,전라북도 전주시 완산구 호암로 2,2007-08-25,949,아파트,복도식,개별가스난방,전체동 설치,LH전북,51.93㎡,24.34㎡,"33,082,000원","184,760원","22,000,000원"
전주효자 휴먼시아1단지,국민임대,전라북도 전주시 완산구 호암로 2,2007-08-25,949,아파트,복도식,개별가스난방,전체동 설치,LH전북,36.67㎡,17.19㎡,"17,477,000원","99,850원","7,000,000원"
전주효자 휴먼시아1단지,국민임대,전라북도 전주시 완산구 호암로 2,2007-08-25,949,아파트,복도식,개별가스난방,전체동 설치,LH전북,46.9㎡,21.98㎡,"26,591,000원","148,550원","17,000,000원"
군산구암 휴먼시아,국민임대,전라북도 군산시 궁멀길 55-8,2009-08-27,406,아파트,혼합식,개별가스난방,전체동 설치,LH전북,59.76㎡,27.55㎡,"29,981,000원","173,890원",0원
군산구암 휴먼시아,국민임대,전라북도 군산시 궁멀길 55-8,2009-08-27,406,아파트,혼합식,개별가스난방,전체동 설치,LH전북,51.94㎡,24.25㎡,"23,986,000원","137,900원",0원
장수북동 휴먼시아,국민임대,전라북도 장수군 장수읍 관두길 16,2008-02-05,378,아파트,복도식,개별가스난방,전체동 설치,LH전북,51.91㎡,23.64㎡,"17,342,000원","96,610원","6,000,000원"
장수북동 휴먼시아,국민임대,전라북도 장수군 장수읍 관두길 16,2008-02-05,378,아파트,복도식,개별가스난방,전체동 설치,LH전북,36.64㎡,16.69㎡,"10,651,000원","74,300원","2,000,000원"
장수북동 휴먼시아,국민임대,전라북도 장수군 장수읍 관두길 16,2008-02-05,378,아파트,복도식,개별가스난방,전체동 설치,LH전북,46.89㎡,21.36㎡,"15,360,000원","85,460원","4,000,000원"
우아효성,국민임대,전라북도 전주시 덕진구 안골5길 15,,47,아파트,,,,LH전북,34.72㎡,14.01㎡,"9,418,000원","78,070원",0원
우아효성,국민임대,전라북도 전주시 덕진구 안골5길 15,,47,아파트,,,,LH전북,30.49㎡,12.30㎡,"7,981,000원","70,780원",0원
