0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
태안평천 휴먼시아2단지,국민임대,충청남도 태안군 태안읍 동평로 42,,531,아파트,복도식,개별가스난방,전체동 설치,LH대전충남,46.9㎡,22.89㎡,"17,423,000원","132,160원","14,000,000원"
공주영우마을1단지(부도),국민임대,충청남도 공주시 원댕이길 8,,12,아파트,계단식,개별가스난방,전체동 설치,LH대전충남,47.30㎡,6.3㎡,"13,209,000원","204,250원","24,000,000원"
공주영우마을1단지(부도),국민임대,충청남도 공주시 원댕이길 8,,12,아파트,계단식,개별가스난방,전체동 설치,LH대전충남,22.62㎡,6.3㎡,"2,999,000원","81,080원","4,000,000원"
공주영우마을1단지(부도),국민임대,충청남도 공주시 원댕이길 8,,12,아파트,계단식,개별가스난방,전체동 설치,LH대전충남,37.94㎡,6.3㎡,"7,921,000원","132,040원","14,000,000원"
공주월송 A3BL,영구임대,충청남도 공주시 무령로 600-25,2017-10-31,120,아파트,,,,LH대전충남,21.99㎡,11.23㎡,"10,967,000원","94,020원","11,000,000원"
공주월송 A3BL,영구임대,충청남도 공주시 무령로 600-25,2017-10-31,120,아파트,,,,LH대전충남,21.96㎡,11.22㎡,"10,967,000원","94,020원","11,000,000원"
아산친오애아파트,10년임대,충청남도 아산시 신창면 행목로 217,2007-05-28,4,아파트,계단식,개별가스난방,전체동 설치,LH대전충남,84.97㎡,26.33㎡,0원,0원,0원
아산친오애아파트,10년임대,충청남도 아산시 신창면 행목로 217,2007-05-28,25,아파트,계단식,개별가스난방,전체동 설치,LH대전충남,84.97㎡,26.33㎡,0원,0원,0원
아산친오애아파트,10년임대,충청남도 아산시 신창면 행목로 217,2007-05-28,5,아파트,계단식,개별가스난방,전체동 설치,LH대전충남,84.97㎡,26.33㎡,0원,0원,0원
아산친오애아파트,10년임대,충청남도 아산시 신창면 행목로 217,2007-05-28,3,아파트,계단식,개별가스난방,전체동 설치,LH대전충남,84.97㎡,26.33㎡,0원,0원,0원
아산배방(주복2) 행복주택,행복주택,충청남도 아산시 배방읍 공원로 69,2018-08-20,"1,464",아파트,,지역난방,,LH대전충남,36.27㎡,22.26㎡,"35,440,000원","189,010원","22,000,000원"
