rn,hsmpSn,rtsSe,rtsInsttId,detailSn,rthousSe,rnAdres,houseTy,houseTyNm,hsmpNm,pnu,hshldCo,rnNm,atchFileId,suplyTy,suplyTyNm,insttDc,url,invntryAssetsAt,x,y
153,31243741,01,D168011,Off,B,경상북도 경산시 진량읍 일연로 747,11,아파트,경상북도 경산시,4729025322119900000,1,일연로747,XXX,04,매입임대,LH대구경북,http://www.lh.or.kr,Y,128.803227272569,35.8746711952274
154,31243769,01,D168011,Off,B,경상북도 경산시 압량읍 김유신로 11,11,아파트,경상북도 경산시,4729025622107020000,1,김유신로11,XXX,04,매입임대,LH대구경북,http://www.lh.or.kr,Y,128.768905420343,35.8383528013148
155,31243790,01,D168011,Off,B,경상북도 경산시 압량읍 김유신로 11,11,아파트,경상북도 경산시,4729025622107020000,3,김유신로11,XXX,04,매입임대,LH대구경북,http://www.lh.or.kr,Y,128.768905420343,35.8383528013148
156,31251586,01,D168011,Off,B,경상북도 경산시 압량읍 김유신로 11,11,아파트,경상북도 경산시,4729025622107020000,4,김유신로11,XXX,04,매입임대,LH대구경북,http://www.lh.or.kr,Y,128.768905420343,35.8383528013148
157,31251605,01,D168011,Off,B,경상북도 경산시 진량읍 일연로 747,11,아파트,경상북도 경산시,4729025322119900000,1,일연로747,XXX,04,매입임대,LH대구경북,http://www.lh.or.kr,Y,128.803227272569,35.8746711952274
158,31251617,01,D168011,Off,B,경상북도 경산시 압량읍 압독2로 59,11,아파트,경상북도 경산시,4729025622104860000,13,압독2로59,XXX,04,매입임대,LH대구경북,http://www.lh.or.kr,Y,128.768773988338,35.840347215997
159,31249476,01,D168011,Off,B,경상북도 경산시 진량읍 일연로 747,11,아파트,경상북도 경산시,4729025322119900000,2,일연로747,XXX,04,매입임대,LH대구경북,http://www.lh.or.kr,Y,128.803227272569,35.8746711952274
160,31249197,01,D168011,Off,B,경상북도 경산시 하양읍 하양로37길 19,11,아파트,경상북도 경산시,4729025022112180000,1,하양로37길19,XXX,04,매입임대,LH대구경북,http://www.lh.or.kr,Y,128.827187565417,35.9190179881246
161,31249168,01,D168011,Off,B,경상북도 경산시 압량읍 압독로 38-10,11,아파트,경상북도 경산시,4729025622107090000,1,압독로38-10,XXX,04,매입임대,LH대구경북,http://www.lh.or.kr,Y,128.768574115948,35.8365538509399
162,31250236,01,D168011,Off,B,경상북도 경산시 압량읍 김유신로 11,11,아파트,경상북도 경산시,4729025622107020000,2,김유신로11,XXX,04,매입임대,LH대구경북,http://www.lh.or.kr,Y,128.768905420343,35.8383528013148
163,31250270,01,D168011,Off,B,경상북도 경산시 압량읍 압독4로 12,11,아파트,경상북도 경산시,4729025622107030000,12,압독4로12,XXX,04,매입임대,LH대구경북,http://www.lh.or.kr,Y,128.766709129843,35.8385116270294
164,4205,04,5060000,Off,C,경상북도 김천시 시청6길 7,11,아파트,부흥아파트,4715010800112740000,100,시청6길7,FLE00006913,01,영구임대,김천시,http://www.gimcheon.go.kr,Y,128.113912502327,36.1407387970685
165,30699698,01,D168011,Off,D,경상북도 포항시 남구 동해안로5876번길 6,11,아파트,포항우성한빛타운아파트,4711110600102070001,84,동해안로5876번길6,FLE00006096,02,국민임대,LH대구경북,http://www.lh.or.kr,Y,129.420638868644,35.9929493835768
166,30700182,01,D168011,Off,C,경상북도 구미시 도봉로5길 33,11,아파트,구미도량2지구3단지,4719010300102190000,490,도봉로5길33,FLE00004691,02,국민임대,LH대구경북,http://www.lh.or.kr,Y,128.318449805712,36.1422051701241
167,30700183,01,D168011,Off,C,경상북도 구미시 문장로12길 45,11,아파트,도산휴먼시아아파트,4719010300107540000,292,문장로12길45,FLE00005028,02,국민임대,LH대구경북,http://www.lh.or.kr,Y,128.335988606045,36.1422809910328
168,30700193,01,D168011,Off,C,경상북도 상주시 냉림2길 111,11,아파트,상주냉림3주공아파트,4725010500100780000,478,냉림2길111,FLE00006124,01,영구임대,LH대구경북,http://www.lh.or.kr,Y,128.16516218466,36.4223830515572
169,30699418,01,D168011,Off,D,경상북도 경주시 안강읍 피일길 82,11,아파트,한동그린타운,4713025332113460009,385,피일길82,FLE00006091,02,국민임대,LH대구경북,http://www.lh.or.kr,Y,129.184466749711,35.9993613471934
170,30699677,01,D168011,Off,D,경상북도 경주시 안강읍 화전중앙길 14-2,11,아파트,우성한빛타운1차아파트,4713025332118850000,158,화전중앙길14-2,FLE00006093,02,국민임대,LH대구경북,http://www.lh.or.kr,Y,129.215532011631,35.9923236565382
171,30700173,01,D168011,Off,C,경상북도 칠곡군 왜관읍 관문로1길 24,11,아파트,왜관휴먼시아4단지,4785025022108830000,528,관문로1길24,FLE00006132,02,국민임대,LH대구경북,http://www.lh.or.kr,Y,128.416131760523,35.9893850996395
172,31128854,01,D168011,Off,D,경상북도 영천시 고경면 방천길 30,11,아파트,영천해피포유(공임),4723038021104070106,58,방천길30,XXX,05,10년임대,LH대구경북,http://www.lh.or.kr,Y,128.973134587166,35.9819842076445
173,31243780,01,D168011,Off,B,경상북도 경산시 압량읍 압독2로 45,11,아파트,경상북도 경산시,4729025622104850000,17,압독2로45,XXX,04,매입임대,LH대구경북,http://www.lh.or.kr,Y,128.767568124076,35.840730921652
174,31251643,01,D168011,Off,B,경상북도 경산시 진량읍 일연로 747,11,아파트,경상북도 경산시,4729025322119900000,1,일연로747,XXX,04,매입임대,LH대구경북,http://www.lh.or.kr,Y,128.803227272569,35.8746711952274
175,31263849,01,D168011,Off,B,경상북도 경산시 압량읍 압독2로 45,11,아파트,경상북도 경산시,4729025622104850000,2,압독2로45,XXX,04,매입임대,LH대구경북,http://www.lh.or.kr,Y,128.767568124076,35.840730921652
176,31249477,01,D168011,Off,B,경상북도 경산시 압량읍 압독로 38-10,11,아파트,경상북도 경산시,4729025622107090000,4,압독로38-10,XXX,04,매입임대,LH대구경북,http://www.lh.or.kr,Y,128.768574115948,35.8365538509399
177,31249490,01,D168011,Off,B,경상북도 경산시 압량읍 김유신로 11,11,아파트,경상북도 경산시,4729025622107020000,1,김유신로11,XXX,04,매입임대,LH대구경북,http://www.lh.or.kr,Y,128.768905420343,35.8383528013148
178,31255465,01,D168011,Off,B,경상북도 경산시 압량읍 김유신로 11,11,아파트,경상북도 경산시,4729025622107020000,1,김유신로11,XXX,04,매입임대,LH대구경북,http://www.lh.or.kr,Y,128.768905420343,35.8383528013148
179,31249150,01,D168011,Off,B,경상북도 경산시 압량읍 압독2로 59,11,아파트,경상북도 경산시,4729025622104860000,1,압독2로59,XXX,04,매입임대,LH대구경북,http://www.lh.or.kr,Y,128.768773988338,35.840347215997
180,31274018,01,D168011,Off,B,경상북도 경산시 압량읍 압독2로 45,11,아파트,경상북도 경산시,4729025622104850000,1,압독2로45,XXX,04,매입임대,LH대구경북,http://www.lh.or.kr,Y,128.767568124076,35.840730921652
181,31274643,01,D168011,Off,C,경상북도 영천시 충효로 39,11,아파트,영천문외지구,4723010500103840000,126,충효로39,XXX,06,5년임대,LH대구경북,http://www.lh.or.kr,Y,128.934024622898,35.9717837323818
182,31250248,01,D168011,Off,B,경상북도 경산시 경청로222길 34,11,아파트,경상북도 경산시,4729010600106190000,22,경청로222길34,XXX,04,매입임대,LH대구경북,http://www.lh.or.kr,Y,128.74253465671,35.8034868749353
183,30699379,01,D168011,Off,D,경상북도 경산시 진량읍 봉황길 31,11,아파트,경산삼주봉황1차,4729025324100710001,37,봉황길31,FLE00006100,02,국민임대,LH대구경북,http://www.lh.or.kr,Y,128.821281558866,35.8848378986964
184,31128774,01,D168011,Off,D,경상북도 문경시 남부4길 13,11,아파트,장원하이드파크주상복합,4728011000100670000,32,남부4길13,XXX,05,10년임대,LH대구경북,http://www.lh.or.kr,Y,128.194144668065,36.587162713065
