0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
문산당동 4단지,국민임대,경기도 파주시 문산읍 당동1로 12-1,2012-06-15,299,아파트,복도식,개별가스난방,전체동 설치,LH인천,51.6㎡,22.91㎡,"33,689,000원","230,500원","27,000,000원"
문산당동 4단지,국민임대,경기도 파주시 문산읍 당동1로 12-1,2012-06-15,299,아파트,복도식,개별가스난방,전체동 설치,LH인천,36.74㎡,16.31㎡,"14,184,000원","135,930원","15,000,000원"
문산당동 4단지,국민임대,경기도 파주시 문산읍 당동1로 12-1,2012-06-15,299,아파트,복도식,개별가스난방,전체동 설치,LH인천,46.46㎡,20.63㎡,"26,596,000원","183,210원","21,000,000원"
부용마을3단지,국민임대,경기도 의정부시 오목로 251,2013-10-11,913,아파트,복도식,지역가스난방,전체동 설치,LH서울,51.74㎡,23.89㎡,"34,397,000원","286,640원","34,000,000원"
부용마을3단지,국민임대,경기도 의정부시 오목로 251,2013-10-11,913,아파트,복도식,지역가스난방,전체동 설치,LH서울,36.64㎡,16.91㎡,"16,739,000원","170,830원","20,000,000원"
부용마을3단지,국민임대,경기도 의정부시 오목로 251,2013-10-11,913,아파트,복도식,지역가스난방,전체동 설치,LH서울,36.9㎡,17.03㎡,"16,739,000원","170,830원","20,000,000원"
부용마을3단지,국민임대,경기도 의정부시 오목로 251,2013-10-11,913,아파트,복도식,지역가스난방,전체동 설치,LH서울,46.86㎡,21.63㎡,"28,892,000원","240,780원","28,000,000원"
부용마을3단지,국민임대,경기도 의정부시 오목로 251,2013-10-11,913,아파트,복도식,지역가스난방,전체동 설치,LH서울,46.94㎡,21.67㎡,"28,892,000원","240,780원","28,000,000원"
남양주 퇴계원 주공3단지,국민임대,경기도 남양주시 퇴계원읍 퇴계원로 120-11,2007-09-20,330,아파트,계단식,개별가스난방,전체동 설치,LH서울,59.88㎡,17.74㎡,"35,455,000원","297,220원","35,000,000원"
남양주 퇴계원 주공3단지,국민임대,경기도 남양주시 퇴계원읍 퇴계원로 120-11,2007-09-20,330,아파트,계단식,개별가스난방,전체동 설치,LH서울,51.86㎡,15.36㎡,"28,838,000원","241,080원","28,000,000원"
남양주 퇴계원 주공3단지,국민임대,경기도 남양주시 퇴계원읍 퇴계원로 120-11,2007-09-20,330,아파트,계단식,개별가스난방,전체동 설치,LH서울,59.83㎡,17.73㎡,"35,455,000원","296,720원","35,000,000원"
새강마을 휴먼시아 5-1단지,10년임대,경기도 화성시 동탄중앙로 119-14,2009-06-27,48,아파트,계단식,지역난방,전체동 설치,LH경기,84.87㎡,28.68㎡,0원,0원,0원
새강마을 휴먼시아 5-1단지,10년임대,경기도 화성시 동탄중앙로 119-14,2009-06-27,48,아파트,계단식,지역난방,전체동 설치,LH경기,74.66㎡,25.23㎡,0원,0원,0원
새강마을 휴먼시아 5-1단지,10년임대,경기도 화성시 동탄중앙로 119-14,2009-06-27,48,아파트,계단식,지역난방,전체동 설치,LH경기,74.73㎡,25.25㎡,0원,0원,0원
